rank,objective_value,w1,w2,w3,w4
1,0.42903889301624093,1.0,0.0,0.0,0.0
2,0.4171131453238808,0.9,0.1,0.0,0.0
3,0.4168819403120593,0.9,0.0,0.1,0.0
4,0.40503105203790163,0.8,0.2,0.0,0.0
5,0.4048945037525486,0.8,0.1,0.1,0.0
6,0.4046231363670862,0.8,0.0,0.2,0.0
7,0.3927922796763485,0.7000000000000001,0.30000000000000004,0.0,0.0
8,0.39257395627703706,0.7000000000000001,0.1,0.2,0.0
9,0.39226226537925213,0.7000000000000001,0.0,0.30000000000000004,0.0
10,0.39113703854353987,0.9,0.0,0.0,0.09999999999999998
