rank,objective_value,w1,w2,w3,w4
1,0.2752807015366233,1.0,0.0,0.0,0.0
2,0.2735412599209558,0.9800000000000001,0.0,0.02,0.0
3,0.2719537071292048,0.9800000000000001,0.02,0.0,0.0
4,0.27179949340463927,0.9600000000000001,0.0,0.04,0.0
5,0.2706742720785138,0.9800000000000001,0.0,0.0,0.019999999999999907
6,0.2702133517155966,0.9600000000000001,0.02,0.02,0.0
7,0.27005540168531833,0.9400000000000001,0.0,0.06,0.0
8,0.2689337165756273,0.9600000000000001,0.0,0.02,0.019999999999999907
9,0.2686235023129973,0.9600000000000001,0.04,0.0,0.0
10,0.2684706711939742,0.9400000000000001,0.02,0.04,0.0
