rank,objective_value,w1,w2,w3,w4
1,0.30008309926310206,1.0,0.0,0.0,0.0
2,0.2976552302626278,0.9800000000000001,0.0,0.0,0.019999999999999907
3,0.2967049983765673,0.9800000000000001,0.0,0.02,0.0
4,0.2956847182936982,0.9800000000000001,0.02,0.0,0.0
5,0.29522256117250006,0.9600000000000001,0.0,0.0,0.039999999999999925
6,0.2942738168682965,0.9600000000000001,0.0,0.02,0.019999999999999907
7,0.29332032327695867,0.9600000000000001,0.0,0.04,0.0
8,0.2932552355027994,0.9600000000000001,0.02,0.0,0.019999999999999907
9,0.29278509154095234,0.9400000000000001,0.0,0.0,0.05999999999999994
10,0.29230501050247176,0.9600000000000001,0.02,0.02,0.0
