rank,objective_value,w1,w2,w3,w4
1,0.20177499938658452,1.0,0.0,0.0,0.0
2,0.2013425227470371,0.9800000000000001,0.0,0.02,0.0
3,0.20090791004012593,0.9600000000000001,0.0,0.04,0.0
4,0.20047116157245817,0.9400000000000001,0.0,0.06,0.0
5,0.20003227764876885,0.92,0.0,0.08,0.0
6,0.19959125857192314,0.9,0.0,0.1,0.0
7,0.19810055662310264,0.9800000000000001,0.0,0.0,0.019999999999999907
8,0.19793413549315333,0.9800000000000001,0.02,0.0,0.0
9,0.19766676332747984,0.9600000000000001,0.0,0.02,0.019999999999999907
10,0.19750085292905573,0.9600000000000001,0.02,0.02,0.0
