rank,objective_value,w1,w2,w3,w4
1,0.3575791090938799,0.9999999999999997,-1.0,0.01999999999999964,0.9800000000000006
2,0.3568393513544139,0.9999999999999997,-0.98,-3.608224830031759e-16,0.9800000000000006
3,0.3562985836118546,0.9999999999999997,-1.0,0.03999999999999964,0.9600000000000007
4,0.35556211809335314,0.9999999999999997,-0.98,0.01999999999999964,0.9600000000000006
5,0.35511368876364235,0.9799999999999996,-1.0,0.03999999999999964,0.9800000000000008
6,0.3550133968847436,0.9999999999999997,-1.0,0.05999999999999964,0.9400000000000007
7,0.3548218785146404,0.9999999999999997,-0.96,-3.608224830031759e-16,0.9600000000000006
8,0.3543752768857615,0.9799999999999996,-0.98,0.01999999999999964,0.9800000000000006
9,0.35428022269566606,0.9999999999999997,-0.98,0.03999999999999964,0.9400000000000007
10,0.3538309459910599,0.9799999999999996,-1.0,0.05999999999999964,0.9600000000000007
