rank,objective_value,w1,w2,w3,w4
1,0.3712843771646619,0.9999999999999996,0.9999999999999996,-2.220446049250313e-16,-0.9999999999999989
2,0.3682824361753506,0.9999999999999996,0.8999999999999995,0.09999999999999964,-0.9999999999999987
3,0.365212485469079,0.9999999999999996,0.7999999999999996,0.19999999999999973,-0.9999999999999989
4,0.36207448138828796,0.9999999999999996,0.6999999999999997,0.2999999999999998,-0.9999999999999991
5,0.36057794361951456,0.8999999999999995,0.9999999999999996,0.09999999999999964,-0.9999999999999987
6,0.3592302385830285,0.9999999999999996,0.9999999999999996,-0.1000000000000002,-0.899999999999999
7,0.35886837948737993,0.9999999999999996,0.5999999999999996,0.3999999999999997,-0.9999999999999989
8,0.3575543728453565,0.8999999999999995,0.8999999999999995,0.19999999999999973,-0.9999999999999987
9,0.35624786344331627,0.9999999999999996,0.8999999999999995,-2.220446049250313e-16,-0.8999999999999988
10,0.3555941345297098,0.9999999999999996,0.49999999999999956,0.49999999999999956,-0.9999999999999987
