rank,objective_value,w1,w2,w3,w4
1,0.1627463856280138,1.0,0.0,0.0,0.0
2,0.16240806917328526,0.9800000000000001,0.0,0.02,0.0
3,0.16227336967892492,0.9800000000000001,0.02,0.0,0.0
4,0.16206563505245317,0.9600000000000001,0.0,0.04,0.0
5,0.1619332225415901,0.9600000000000001,0.02,0.02,0.0
6,0.16179558015617834,0.9600000000000001,0.04,0.0,0.0
7,0.16171908307342814,0.9400000000000001,0.0,0.06,0.0
8,0.16158895783942095,0.9400000000000001,0.02,0.04,0.0
9,0.16145360243750648,0.9400000000000001,0.04,0.02,0.0
10,0.16136841304120864,0.92,0.0,0.08,0.0
