rank,objective_value,w1,w2,w3,w4
1,0.21632070871198755,1.0,0.0,0.0,0.0
2,0.21357052664342568,0.9800000000000001,0.02,0.0,0.0
3,0.21342350590724496,0.9800000000000001,0.0,0.02,0.0
4,0.21331028336076463,0.9800000000000001,0.0,0.0,0.019999999999999907
5,0.2108168823328233,0.9600000000000001,0.04,0.0,0.0
6,0.21067164832513477,0.9600000000000001,0.02,0.02,0.0
7,0.21055847811088296,0.9600000000000001,0.02,0.0,0.019999999999999907
8,0.21052312677909413,0.9600000000000001,0.0,0.04,0.0
9,0.21041151217787918,0.9600000000000001,0.0,0.02,0.019999999999999907
10,0.21029654417995441,0.9600000000000001,0.0,0.0,0.039999999999999925
