rank,objective_value,w1,w2,w3,w4
1,0.22492221247331934,0.9999999999999997,0.9999999999999997,-2.0816681711721685e-16,-0.9999999999999991
2,0.22489705196308002,0.9999999999999997,0.9999999999999997,-0.020000000000000212,-0.9799999999999991
3,0.22486854595974348,0.9999999999999997,0.9999999999999997,-0.040000000000000216,-0.9599999999999991
4,0.22486039455648088,0.9999999999999997,0.9799999999999996,0.019999999999999796,-0.9999999999999991
5,0.22483678941505308,0.9999999999999997,0.9799999999999996,-2.0816681711721685e-16,-0.9799999999999991
6,0.2248366942467377,0.9999999999999997,0.9999999999999997,-0.06000000000000022,-0.9399999999999991
7,0.2248098388803217,0.9999999999999997,0.9799999999999996,-0.020000000000000212,-0.9599999999999991
8,0.22480149660559196,0.9999999999999997,0.9999999999999997,-0.08000000000000022,-0.919999999999999
9,0.224795272422379,0.9999999999999997,0.9599999999999996,0.039999999999999786,-0.9999999999999991
10,0.22477954273628886,0.9999999999999997,0.9799999999999996,-0.040000000000000216,-0.9399999999999991
