rank,objective_value,w1,w2,w3,w4
1,0.20177499938658452,1.0,0.0,0.0,0.0
2,0.19959125857192314,0.9,0.0,0.1,0.0
3,0.19735414636000426,0.8,0.0,0.2,0.0
4,0.1950636996774059,0.7000000000000001,0.0,0.30000000000000004,0.0
5,0.19271995429098643,0.6000000000000001,0.0,0.4,0.0
6,0.19032294481410442,0.5,0.0,0.5,0.0
7,0.18787270471269,0.4,0.0,0.6000000000000001,0.0
8,0.18536926631117057,0.30000000000000004,0.0,0.7000000000000001,0.0
9,0.183347587161833,0.9,0.0,0.0,0.09999999999999998
10,0.1828126607982526,0.2,0.0,0.8,0.0
