rank,objective_value,w1,w2,w3,w4
1,0.28180663804254324,1.0,0.0,0.0,0.0
2,0.27798660144917764,0.9800000000000001,0.02,0.0,0.0
3,0.277679969356801,0.9800000000000001,0.0,0.02,0.0
4,0.27751295370321966,0.9800000000000001,0.0,0.0,0.019999999999999907
5,0.27416345582593743,0.9600000000000001,0.04,0.0,0.0
6,0.27385842056803367,0.9600000000000001,0.02,0.02,0.0
7,0.2736914057129652,0.9600000000000001,0.02,0.0,0.019999999999999907
8,0.2735497541332262,0.9600000000000001,0.0,0.04,0.0
9,0.2733842428336213,0.9600000000000001,0.0,0.02,0.019999999999999907
10,0.2732148682242706,0.9600000000000001,0.0,0.0,0.039999999999999925
