rank,objective_value,w1,w2,w3,w4
1,0.22423936811895956,0.0,0.0,1.0,0.0
2,0.22375776446854984,0.02,0.0,0.9800000000000001,0.0
3,0.2232740884569279,0.04,0.0,0.9600000000000001,0.0
4,0.22278833967871434,0.06,0.0,0.9400000000000001,0.0
5,0.2223005177257102,0.08,0.0,0.92,0.0
6,0.221979460746014,0.0,0.02,0.9800000000000001,0.0
7,0.22181062218689301,0.1,0.0,0.9,0.0
8,0.22149678376120083,0.02,0.02,0.9600000000000001,0.0
9,0.22101203378439505,0.04,0.02,0.9400000000000001,0.0
10,0.2205252104080652,0.06,0.02,0.92,0.0
