rank,objective_value,w1,w2,w3,w4
1,0.1439355729944891,1.0,0.0,0.0,0.0
2,0.14275546103929243,0.9800000000000001,0.02,0.0,0.0
3,0.14205364007845303,0.9800000000000001,0.0,0.02,0.0
4,0.14156979260201194,0.9600000000000001,0.04,0.0,0.0
5,0.14087124522989994,0.9600000000000001,0.02,0.02,0.0
6,0.14037856693839926,0.9400000000000001,0.06,0.0,0.0
7,0.140168299411295,0.9600000000000001,0.0,0.04,0.0
8,0.13968329437671953,0.9400000000000001,0.04,0.02,0.0
9,0.1391817832990357,0.92,0.08,0.0,0.0
10,0.138983622146842,0.9400000000000001,0.02,0.04,0.0
