short_ma,long_ma,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
30,40,717,9,59.05,0.49640093931908646,0.8888888888888888,0.0472113055366204,61.77777777777778,0.42688000000000015,53.360000000000014,0.06952093931908632,1
30,140,617,1,57.45999999999998,0.4893127820829428,1.0,0.4893127820829428,719.0,0.5375862068965518,62.360000000000014,-0.04827342481360897,2
25,145,612,1,57.45999999999998,0.4893127820829428,1.0,0.4893127820829428,719.0,0.5422395157803719,62.71000000000001,-0.05292673369742906,3
45,145,612,1,57.72,0.48618598382749334,1.0,0.48618598382749334,728.0,0.5422395157803719,62.71000000000001,-0.056053531952878544,4
45,140,617,1,56.50999999999999,0.4812228561696328,1.0,0.4812228561696328,727.0,0.5375862068965518,62.360000000000014,-0.056363350726919004,5
50,140,617,1,57.2,0.4797047970479704,1.0,0.4797047970479704,729.0,0.5375862068965518,62.360000000000014,-0.05788140984858137,6
70,130,627,1,57.08000000000001,0.47701821828514146,1.0,0.47701821828514146,722.0,0.4969366344943349,59.21000000000001,-0.019918416209193435,7
40,150,607,1,56.78,0.4745111148253385,1.0,0.4745111148253385,723.0,0.5600454823755796,64.03000000000002,-0.08553436755024113,8
45,135,622,1,55.43000000000001,0.4735178540919187,1.0,0.4735178540919187,728.0,0.5173117822203319,60.81000000000002,-0.043793928128413206,9
40,145,612,1,56.18000000000001,0.4732142857142858,1.0,0.4732142857142858,726.0,0.5422395157803719,62.71000000000001,-0.06902523006608607,10
15,170,587,1,56.16999999999999,0.4731300539083556,1.0,0.4731300539083556,717.0,0.5793854600194812,65.43,-0.1062554061111256,11
20,160,597,1,56.16999999999999,0.4731300539083556,1.0,0.4731300539083556,717.0,0.5827491347945692,65.67000000000002,-0.10961908088621364,12
25,40,717,7,56.539999999999964,0.47160683669905934,0.8571428571428571,0.05841599441833224,78.85714285714286,0.42688000000000015,53.360000000000014,0.04472683669905919,13
45,150,607,1,55.99000000000001,0.46790907571452456,1.0,0.46790907571452456,728.0,0.5600454823755796,64.03000000000002,-0.09213640666105505,14
55,150,607,1,56.639999999999986,0.4678671733024946,1.0,0.4678671733024946,733.0,0.5600454823755796,64.03000000000002,-0.092178309073085,15
20,155,602,1,55.64999999999999,0.46670580342167045,1.0,0.46670580342167045,718.0,0.5789660056657226,65.40000000000002,-0.1122602022440522,16
35,140,617,1,54.73999999999998,0.46615004683641303,1.0,0.46615004683641303,722.0,0.5375862068965518,62.360000000000014,-0.07143616006013875,17
20,145,612,1,54.94,0.4661067277509119,1.0,0.4661067277509119,717.0,0.5422395157803719,62.71000000000001,-0.07613278802946,18
65,135,622,1,56.170000000000016,0.4658704487019989,1.0,0.4658704487019989,721.0,0.5173117822203319,60.81000000000002,-0.05144133351833302,19
55,140,617,1,55.86,0.4654224295950675,1.0,0.4654224295950675,728.0,0.5375862068965518,62.360000000000014,-0.07216377730148427,20
20,140,617,1,54.400000000000006,0.4647189475482658,1.0,0.4647189475482658,719.0,0.5375862068965518,62.360000000000014,-0.07286725934828597,21
65,145,612,1,56.36999999999999,0.4646006758427428,1.0,0.4646006758427428,728.0,0.5422395157803719,62.71000000000001,-0.0776388399376291,22
30,175,582,1,56.36999999999999,0.4646006758427428,1.0,0.4646006758427428,728.0,0.5753400459282814,65.14000000000001,-0.11073937008553858,23
85,135,622,1,56.500000000000014,0.46364680781224377,1.0,0.46364680781224377,724.0,0.5173117822203319,60.81000000000002,-0.05366497440808815,24
35,155,602,1,55.870000000000005,0.46338226756241196,1.0,0.46338226756241196,722.0,0.5789660056657226,65.40000000000002,-0.11558373810331068,25
30,160,597,1,55.870000000000005,0.46338226756241196,1.0,0.46338226756241196,722.0,0.5827491347945692,65.67000000000002,-0.11936686723215728,26
70,145,612,1,56.25999999999999,0.46327404479578393,1.0,0.46327404479578393,726.0,0.5422395157803719,62.71000000000001,-0.07896547098458795,27
25,140,617,1,54.66,0.46263224714346163,1.0,0.46263224714346163,716.0,0.5375862068965518,62.360000000000014,-0.07495395975309016,28
