rank,objective_value,w1,w2,w3,w4
1,0.04402618228786555,0.0,0.0,1.0,0.0
2,0.04394325550883457,0.1,0.0,0.9,0.0
3,0.04375246468053718,0.2,0.0,0.8,0.0
4,0.043453753453284935,0.30000000000000004,0.0,0.7000000000000001,0.0
5,0.04304706385975507,0.4,0.0,0.6000000000000001,0.0
6,0.042532336310191834,0.5,0.0,0.5,0.0
7,0.041909509587484496,0.6000000000000001,0.0,0.4,0.0
8,0.04117852084212114,0.7000000000000001,0.0,0.30000000000000004,0.0
9,0.04093637424191261,0.0,0.0,0.9,0.09999999999999998
10,0.04084139561751366,0.1,0.0,0.8,0.09999999999999998
