rank,objective_value,w1,w2,w3,w4
1,0.3102165988527874,1.0,0.0,0.0,0.0
2,0.30745476152811274,0.9800000000000001,0.0,0.02,0.0
3,0.3073213978702465,0.9800000000000001,0.02,0.0,0.0
4,0.30468284118526195,0.9600000000000001,0.0,0.04,0.0
5,0.3045552795311087,0.9600000000000001,0.02,0.02,0.0
6,0.3044192512952158,0.9600000000000001,0.04,0.0,0.0
7,0.3042625306266299,0.9800000000000001,0.0,0.0,0.019999999999999907
8,0.301900836254546,0.9400000000000001,0.0,0.06,0.0
9,0.30177907794599296,0.9400000000000001,0.02,0.04,0.0
10,0.3016488517138129,0.9400000000000001,0.04,0.02,0.0
