short_ma,long_ma,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
100,150,1111,3,60.770000000000024,0.5050366028644644,1.0,0.1609055895865689,271.0,0.3334126606377916,42.03,0.17162394222667277,1
30,40,1221,19,61.30000000000001,0.5031030020173204,0.6842105263157895,0.02267463152148711,48.05263157894737,0.412046370967742,49.05,0.0910566310495784,2
130,145,1116,6,60.630000000000024,0.48506014534439257,0.8333333333333334,0.07414857173744466,175.33333333333334,0.3694802020531205,45.35000000000001,0.11557994329127208,3
130,135,1126,10,59.99000000000002,0.48357286821864265,0.7,0.044381730745010804,103.6,0.36892255069631075,45.3,0.1146503175223319,4
45,195,1066,3,57.40000000000002,0.47282081928722297,1.0,0.15027257219649562,283.0,0.381750924784217,46.44,0.09106989450300595,5
45,190,1071,3,56.05000000000001,0.46208144023809394,1.0,0.14861935093438797,284.0,0.38768265499876176,46.96000000000001,0.07439878523933219,6
60,160,1101,2,55.83999999999999,0.46009019393718775,1.0,0.2243875663429904,401.5,0.35164039884207154,43.730000000000004,0.10844979509511621,7
110,115,1146,12,55.37000000000006,0.45511906931562907,0.75,0.03355364021951394,87.33333333333333,0.43949644600496707,51.32000000000001,0.015622623310661998,8
45,200,1061,3,54.92999999999999,0.4549059148008612,1.0,0.14404790216144336,281.3333333333333,0.3856236089357843,46.78,0.06928230586507689,9
55,145,1116,3,54.91,0.4548844547831108,0.6666666666666666,0.15207102118752716,275.6666666666667,0.3694802020531205,45.35000000000001,0.0854042527299903,10
55,150,1111,3,55.0,0.45267187616235005,0.6666666666666666,0.15281550488799653,274.3333333333333,0.3334126606377916,42.03,0.11925921552455843,11
95,150,1111,2,54.540000000000006,0.450818833565487,1.0,0.22502816198368292,403.5,0.3334126606377916,42.03,0.1174061729276954,12
85,140,1121,2,54.400000000000006,0.4454284150612362,0.5,0.22837024377644144,401.5,0.3744071954210957,45.790000000000006,0.07102121964014052,13
55,175,1086,2,53.80000000000001,0.44303084554296834,1.0,0.21977013828381142,397.0,0.37688401048492803,46.010000000000005,0.06614683505804031,14
60,135,1126,3,53.530000000000015,0.4412691162481157,0.6666666666666666,0.14793966077653056,325.0,0.36892255069631075,45.3,0.07234656555180496,15
60,165,1096,2,53.45000000000002,0.44043357330131827,1.0,0.21720361749303962,401.0,0.34979523006504465,43.56,0.09063834323627362,16
115,125,1136,7,54.95000000000003,0.43982296121641906,0.7142857142857143,0.05682481357028509,144.71428571428572,0.3927417350236142,47.400000000000006,0.04708122619280486,17
55,170,1091,2,53.599999999999966,0.4384555760018014,1.0,0.21855042817015868,396.5,0.39181916038751363,47.32000000000001,0.046636415614287774,18
60,140,1121,2,52.82000000000002,0.43762146067322116,0.5,0.22029209024738694,407.0,0.3744071954210957,45.790000000000006,0.06321426525212548,19
