month_start,month_end,active_anchor_date,active_model_name,target_horizon_days,selection_criterion,selection_correlation,selection_directional_accuracy,selection_mse,selection_long_short_strategy_return,selection_rows,evaluation_rows,nonzero_count,prediction_scale,top_abs_coefficients
2024-01-01,2024-01-31,2023-12-29,ols,130,selection_correlation,0.9999999999999998,1.0,4.854948401476157e-34,0.8150021006984884,12,12,22,0.07863615538146135,"[('ma_crossover_rank04_score', -0.30367939509059294), ('ma_crossover_rank06_score', 0.2560760778780626), ('ma_crossover_rank01_score', -0.24256347667133527), ('ma_crossover_rank08_score', 0.2120238317226612), ('ma_crossover_rank03_score', -0.19106122966047678), ('ma_crossover_rank09_score', -0.10397478249288515), ('ma_crossover_rank07_score', 0.07581947875111578), ('ma_crossover_rank02_score', 0.0655280274684403), ('adaptive_volatility_band_rank03_score', 0.04850264242343642), ('adaptive_volatility_band_rank07_score', 0.040365094665159536)]"
2024-02-01,2024-02-29,2024-01-31,ols,130,selection_correlation,0.984906005666292,1.0,3.060079909790413e-05,7.539671388485013,57,57,30,0.06964339709689253,"[('ma_crossover_rank05_score', 0.2820775136391535), ('ma_crossover_rank04_score', -0.22453935983860016), ('ma_crossover_rank03_score', -0.18905908800102592), ('adaptive_band_rank08_score', 0.15487710357243362), ('adaptive_band_rank06_score', -0.12429265744383693), ('adaptive_volatility_band_rank09_score', -0.10643817972774484), ('adaptive_band_rank05_score', 0.096971460132879), ('adaptive_band_rank04_score', -0.09516662842596699), ('ma_crossover_rank09_score', 0.08855304089408245), ('adaptive_volatility_band_rank10_score', 0.07112230592164458)]"
