Date,predicted_future_return,portfolio_weight,active_anchor_date,active_model_name,active_target_horizon_days,prediction_scale,price
2022-01-03,-0.06177272024763535,0.0,2021-12-31,ols,130,0.024857818686828858,168.33
2022-01-04,-0.09675929394794003,0.0,2021-12-31,ols,130,0.024857818686828858,169.57
2022-01-05,-0.07907004994367517,0.0,2021-12-31,ols,130,0.024857818686828858,169.06
2022-01-06,0.11831915677671756,1.0,2021-12-31,ols,130,0.024857818686828858,166.99
2022-01-07,-0.4091568132657075,0.0,2021-12-31,ols,130,0.024857818686828858,167.75
2022-01-10,-0.09870152442119406,0.0,2021-12-31,ols,130,0.024857818686828858,168.26
2022-01-11,-0.2682722316490085,0.0,2021-12-31,ols,130,0.024857818686828858,170.29
2022-01-12,-0.2841463368551799,0.0,2021-12-31,ols,130,0.024857818686828858,170.74
2022-01-13,-0.18193111659950892,0.0,2021-12-31,ols,130,0.024857818686828858,170.16
2022-01-14,-0.32825464926083003,0.0,2021-12-31,ols,130,0.024857818686828858,169.67
2022-01-18,-0.21329790626116704,0.0,2021-12-31,ols,130,0.024857818686828858,169.39
2022-01-19,-0.3632188153268835,0.0,2021-12-31,ols,130,0.024857818686828858,172.08
2022-01-20,-0.22806688417997947,0.0,2021-12-31,ols,130,0.024857818686828858,171.65
2022-01-21,-0.23137746160002093,0.0,2021-12-31,ols,130,0.024857818686828858,171.09
2022-01-24,-0.19893039984030111,0.0,2021-12-31,ols,130,0.024857818686828858,172.03
2022-01-25,-0.13083006562718133,0.0,2021-12-31,ols,130,0.024857818686828858,172.58
2022-01-26,0.04915939209768198,1.0,2021-12-31,ols,130,0.024857818686828858,169.79
2022-01-27,0.16349381212284816,1.0,2021-12-31,ols,130,0.024857818686828858,167.6
2022-01-28,0.12153824080775077,1.0,2021-12-31,ols,130,0.024857818686828858,167.1
2022-01-31,0.17632287236787458,1.0,2021-12-31,ols,130,0.024857818686828858,168.09
2022-02-01,-0.011618768932498018,0.0,2021-12-31,ols,130,0.024857818686828858,168.23
2022-02-02,0.23986381303399984,1.0,2021-12-31,ols,130,0.024857818686828858,168.84
2022-02-03,-0.1946918838734164,0.0,2021-12-31,ols,130,0.024857818686828858,168.6
2022-02-04,0.15001053058597497,1.0,2021-12-31,ols,130,0.024857818686828858,168.86
2022-02-07,0.2034246424086189,1.0,2021-12-31,ols,130,0.024857818686828858,170.11
2022-02-08,0.16490547235251218,1.0,2021-12-31,ols,130,0.024857818686828858,170.63
2022-02-09,0.12038240905370157,1.0,2021-12-31,ols,130,0.024857818686828858,171.21
2022-02-10,0.1325367155948251,1.0,2021-12-31,ols,130,0.024857818686828858,170.56
2022-02-11,0.0247842392671093,0.9970399888804988,2021-12-31,ols,130,0.024857818686828858,173.81
2022-02-14,0.018135499573053056,0.7295692273538995,2021-12-31,ols,130,0.024857818686828858,174.74
2022-02-15,-0.03513644401823223,0.0,2021-12-31,ols,130,0.024857818686828858,173.08
2022-02-16,0.0348577010772927,1.0,2021-12-31,ols,130,0.024857818686828858,174.86
2022-02-17,-0.009458989468755556,0.0,2021-12-31,ols,130,0.024857818686828858,177.25
2022-02-18,-0.07538817383813134,0.0,2021-12-31,ols,130,0.024857818686828858,177.12
2022-02-22,-0.08906446198563034,0.0,2021-12-31,ols,130,0.024857818686828858,177.49
2022-02-23,-0.07461467084532464,0.0,2021-12-31,ols,130,0.024857818686828858,178.29
2022-02-24,-0.1340632414878138,0.0,2021-12-31,ols,130,0.024857818686828858,177.14
2022-02-25,-0.12559953876445604,0.0,2021-12-31,ols,130,0.024857818686828858,176.55
2022-02-28,-0.17270320719940926,0.0,2021-12-31,ols,130,0.024857818686828858,178.38
2022-03-01,-0.16547485744405835,0.0,2021-12-31,ols,130,0.024857818686828858,181.62
2022-03-02,-0.05350983931400321,0.0,2021-12-31,ols,130,0.024857818686828858,179.73
2022-03-03,-0.09448100263196996,0.0,2021-12-31,ols,130,0.024857818686828858,180.8
2022-03-04,-0.09080279634056823,0.0,2021-12-31,ols,130,0.024857818686828858,183.68
2022-03-07,-0.08923700466919453,0.0,2021-12-31,ols,130,0.024857818686828858,186.41
2022-03-08,-0.037855263172347546,0.0,2021-12-31,ols,130,0.024857818686828858,191.51
2022-03-09,0.017953610709221253,0.7222520582119354,2021-12-31,ols,130,0.024857818686828858,185.82
2022-03-10,-0.0017210665796879507,0.0,2021-12-31,ols,130,0.024857818686828858,186.4
2022-03-11,-0.01510216163405153,0.0,2021-12-31,ols,130,0.024857818686828858,185.09
2022-03-14,-0.06918552915774345,0.0,2021-12-31,ols,130,0.024857818686828858,182.3
2022-03-15,-0.012695497837923515,0.0,2021-12-31,ols,130,0.024857818686828858,178.89
2022-03-16,-0.02422187002546205,0.0,2021-12-31,ols,130,0.024857818686828858,180.01
2022-03-17,-0.04002028483359942,0.0,2021-12-31,ols,130,0.024857818686828858,180.89
2022-03-18,-0.040512851138103864,0.0,2021-12-31,ols,130,0.024857818686828858,179.3
2022-03-21,-0.019820089536310363,0.0,2021-12-31,ols,130,0.024857818686828858,180.67
2022-03-22,-0.04188421375021955,0.0,2021-12-31,ols,130,0.024857818686828858,179.36
2022-03-23,-0.15805037698922303,0.0,2021-12-31,ols,130,0.024857818686828858,181.81
2022-03-24,-0.013710203970378414,0.0,2021-12-31,ols,130,0.024857818686828858,183.13
2022-03-25,-0.06037658055598267,0.0,2021-12-31,ols,130,0.024857818686828858,182.38
2022-03-28,0.04757663334381316,1.0,2021-12-31,ols,130,0.024857818686828858,179.06
2022-03-29,0.02991196057412996,1.0,2021-12-31,ols,130,0.024857818686828858,179.14
2022-03-30,0.06944722962984529,1.0,2021-12-31,ols,130,0.024857818686828858,180.58
2022-03-31,0.08779999625571688,1.0,2021-12-31,ols,130,0.024857818686828858,180.65
2022-04-01,0.04983939233345246,0.6366920298988407,2022-03-31,ols,130,0.0782786496343783,179.5
2022-04-04,0.05582427308389825,0.7131481361091521,2022-03-31,ols,130,0.0782786496343783,180.37
2022-04-05,0.05842635231503391,0.7463893742154477,2022-03-31,ols,130,0.0782786496343783,179.24
2022-04-06,0.07025452497923187,0.8974928068812469,2022-03-31,ols,130,0.0782786496343783,179.66
2022-04-07,0.069301374465777,0.8853164277803448,2022-03-31,ols,130,0.0782786496343783,180.34
2022-04-08,0.07906736544865976,1.0,2022-03-31,ols,130,0.0782786496343783,181.47
2022-04-11,-0.07088290287015503,0.0,2022-03-31,ols,130,0.0782786496343783,182.37
2022-04-12,-0.04744279063318564,0.0,2022-03-31,ols,130,0.0782786496343783,183.77
2022-04-13,-0.14264225777893952,0.0,2022-03-31,ols,130,0.0782786496343783,184.65
2022-04-14,0.039731957225642656,0.5075708052096141,2022-03-31,ols,130,0.0782786496343783,184.04
2022-04-18,-0.00970314920544589,0.0,2022-03-31,ols,130,0.0782786496343783,184.61
