month_start,month_end,active_anchor_date,active_model_name,target_horizon_days,selection_criterion,selection_correlation,selection_directional_accuracy,selection_mse,selection_long_short_strategy_return,selection_rows,evaluation_rows,nonzero_count,prediction_scale,top_abs_coefficients
2023-01-01,2023-01-31,2022-12-30,ols,130,selection_correlation,0.9898348924699722,1.0,5.892962818983938e-05,33.50394646707647,53,53,30,0.1731889657610876,"[('adaptive_volatility_band_rank07_score', 0.32982194805437154), ('adaptive_volatility_band_rank03_score', 0.24942047625638494), ('adaptive_volatility_band_rank02_score', -0.22906888387023142), ('adaptive_volatility_band_rank06_score', -0.18592680086722013), ('adaptive_volatility_band_rank10_score', -0.14922704177790863), ('adaptive_volatility_band_rank04_score', -0.12155151550041335), ('adaptive_volatility_band_rank09_score', 0.10795911315164972), ('ma_crossover_rank06_score', 0.09310354331215356), ('ma_crossover_rank04_score', 0.08403818401472064), ('ma_crossover_rank01_score', -0.0778315413308047)]"
2023-02-01,2023-02-28,2023-01-31,ols,130,selection_correlation,1.0,1.0,1.1005313967927061e-34,1.2831488835566773,7,7,30,0.1411826155664507,"[('adaptive_volatility_band_rank10_score', 0.017883139744475217), ('adaptive_volatility_band_rank07_score', -0.014073775377688747), ('ma_crossover_rank01_score', -0.013814430815808371), ('ma_crossover_rank07_score', -0.010902968262774936), ('ma_crossover_rank08_score', 0.010366341283681624), ('adaptive_volatility_band_rank04_score', 0.010251750200427411), ('adaptive_volatility_band_rank09_score', -0.008725022628081251), ('ma_crossover_rank02_score', -0.006746641596473), ('ma_crossover_rank03_score', -0.005676297081625089), ('adaptive_volatility_band_rank08_score', 0.003637879262252718)]"
2023-03-01,2023-03-31,2023-02-28,ols,130,selection_correlation,0.6394772317344758,0.6527777777777778,0.0021353275348832707,5.8254282779649875,72,72,21,0.09449979025059739,"[('ma_crossover_rank07_score', 5.208545515963422), ('ma_crossover_rank03_score', -5.136655435133948), ('adaptive_volatility_band_rank07_score', 4.95531186819859), ('adaptive_volatility_band_rank06_score', -4.451383353071554), ('adaptive_volatility_band_rank03_score', -2.7981919025070097), ('adaptive_volatility_band_rank04_score', 1.8209437655888217), ('adaptive_volatility_band_rank09_score', -1.555798946878446), ('adaptive_volatility_band_rank08_score', -1.4386239209596352), ('adaptive_volatility_band_rank02_score', 1.4049060629095877), ('adaptive_volatility_band_rank05_score', 1.239074315256631)]"
2023-04-01,2023-04-30,2023-03-31,ols,130,selection_correlation,0.9706828092045162,1.0,0.00015157335482386713,157.32421488842496,57,57,30,0.1734451541062256,"[('ma_crossover_rank06_score', -11.663346220053505), ('ma_crossover_rank04_score', 8.748550297093782), ('ma_crossover_rank07_score', 7.636720969379962), ('ma_crossover_rank03_score', -4.133618560055957), ('adaptive_volatility_band_rank03_score', 2.161072862282485), ('adaptive_volatility_band_rank04_score', 2.0565210647584284), ('adaptive_volatility_band_rank08_score', 1.5152149669593524), ('adaptive_volatility_band_rank07_score', -1.4813317038976548), ('adaptive_volatility_band_rank06_score', -1.2475228700361738), ('adaptive_volatility_band_rank05_score', -1.2432238881837914)]"
2023-05-01,2023-05-31,2023-04-28,ols,130,selection_correlation,1.0,1.0,3.0814879110195774e-32,7.637545605636916,12,12,21,0.21896158023802295,"[('ma_crossover_rank10_score', -1.207859334505953), ('ma_crossover_rank06_score', -0.7024806041882986), ('ma_crossover_rank01_score', 0.21646985160649201), ('ma_crossover_rank04_score', 0.19591951810474778), ('ma_crossover_rank07_score', 0.18876198017395512), ('ma_crossover_rank09_score', 0.16752580934314054), ('ma_crossover_rank03_score', 0.16438494257753475), ('ma_crossover_rank08_score', 0.12518980512926386), ('ma_crossover_rank05_score', 0.09901270087545516), ('adaptive_volatility_band_rank10_score', 0.0737557694479208)]"
2023-06-01,2023-06-30,2023-05-31,ols,130,selection_correlation,0.9582080800409933,1.0,0.00012771196716803736,5806.576008744795,52,52,32,0.2271548869432395,"[('ma_crossover_rank03_score', 12.436810058095348), ('ma_crossover_rank08_score', -11.12374415988379), ('adaptive_volatility_band_rank02_score', -5.659503815116954), ('ma_crossover_rank01_score', -4.588012849867988), ('adaptive_volatility_band_rank05_score', 3.9731208860889393), ('adaptive_volatility_band_rank04_score', -3.8101109947932965), ('adaptive_volatility_band_rank01_score', 3.329072024007292), ('adaptive_volatility_band_rank07_score', 2.1318099252826435), ('adaptive_volatility_band_rank08_score', -1.4704425183894505), ('adaptive_volatility_band_rank06_score', 1.1642524119936943)]"
2023-07-01,2023-07-31,2023-06-30,ols,130,selection_correlation,0.9843695254221577,1.0,0.00010665574229037279,2258.2381305611816,57,57,32,0.22491427160041375,"[('adaptive_volatility_band_rank04_score', 2.163043580547659), ('ma_crossover_rank03_score', 1.3287639591235159), ('ma_crossover_rank06_score', -1.231663653712805), ('ma_crossover_rank05_score', 0.8378098626635408), ('ma_crossover_rank08_score', -0.7355790063384186), ('adaptive_volatility_band_rank02_score', -0.6922452263687257), ('adaptive_band_rank10_score', 0.5274053112061099), ('adaptive_volatility_band_rank10_score', -0.42678513544103414), ('adaptive_volatility_band_rank09_score', -0.4166235845971334), ('adaptive_volatility_band_rank08_score', -0.40693466402523304)]"
2023-08-01,2023-08-31,2023-07-31,ols,130,selection_correlation,0.8719715241930187,1.0,0.0007395015530692295,137.64561333727696,57,57,32,0.18823068417490105,"[('adaptive_volatility_band_rank02_score', -14.668428938902453), ('adaptive_volatility_band_rank01_score', 8.754854235707747), ('adaptive_volatility_band_rank03_score', 8.445982934209814), ('adaptive_volatility_band_rank04_score', -4.670633173206656), ('adaptive_volatility_band_rank08_score', 3.3749333967276822), ('adaptive_volatility_band_rank05_score', 3.3577009334187604), ('adaptive_volatility_band_rank09_score', -2.0191858712593795), ('adaptive_volatility_band_rank07_score', -1.5210501845480138), ('ma_crossover_rank06_score', 1.0999162120819397), ('adaptive_volatility_band_rank06_score', -1.0899104704618232)]"
2023-09-01,2023-09-30,2023-08-31,ols,130,selection_correlation,0.9919757337286152,0.96875,7.554809996493834e-06,1.123882463638711,32,32,30,0.06347405509633912,"[('adaptive_band_rank01_score', 1.1869406769167141), ('ma_crossover_rank04_score', -1.1748338638987141), ('ma_crossover_rank05_score', 0.6241929245333229), ('adaptive_band_rank04_score', -0.6161430114723006), ('adaptive_band_rank02_score', -0.5587852241074048), ('ma_crossover_rank03_score', 0.2837169079224857), ('ma_crossover_rank10_score', 0.24714038508306468), ('adaptive_volatility_band_rank08_score', -0.12665197794709032), ('ma_crossover_rank09_score', 0.11994083971588876), ('adaptive_volatility_band_rank03_score', -0.11025542224982912)]"
2023-10-01,2023-10-31,2023-09-29,ols,130,selection_correlation,0.9783924169178894,0.9473684210526315,4.285026567028064e-05,4.718867292543669,57,57,30,0.06011943057773194,"[('ma_crossover_rank01_score', -0.7472654258219896), ('ma_crossover_rank02_score', 0.49215526117418745), ('ma_crossover_rank04_score', 0.43377520883334486), ('adaptive_volatility_band_rank04_score', -0.3256709886627842), ('ma_crossover_rank06_score', 0.27744725851974394), ('adaptive_volatility_band_rank05_score', 0.26600942394484045), ('ma_crossover_rank05_score', -0.25378339874634204), ('adaptive_band_rank03_score', 0.20697140472637557), ('adaptive_band_rank01_score', -0.1910702094050932), ('ma_crossover_rank03_score', -0.1889294217901987)]"
