month_start,month_end,active_anchor_date,active_model_name,target_horizon_days,selection_criterion,selection_correlation,selection_directional_accuracy,selection_mse,selection_cv_mse,selection_long_short_strategy_return,selection_rows,evaluation_rows,nonzero_count,prediction_scale,nonzero_coefficients,top_abs_coefficients
2024-01-01,2024-06-30,2023-12-29,ridge,130,selection_cv_mse,0.7865553569267963,0.9083665338645418,0.00281211040460484,0.006162737702531722,203769136.30514395,251,251,34,0.18500157644261694,"[('adaptive_band_rank01_score', -0.02788174439678447), ('adaptive_band_rank02_score', 0.003110306550806884), ('adaptive_band_rank03_score', 0.0010313099946500997), ('adaptive_band_rank04_score', -0.01647532592546956), ('adaptive_band_rank05_score', 0.005600971206506335), ('adaptive_band_rank06_score', 0.03380166977211469), ('adaptive_band_rank07_score', -0.007327068462859167), ('adaptive_band_rank08_score', 0.010293481303544195), ('adaptive_band_rank09_score', 0.00958042401594326), ('adaptive_band_rank10_score', -0.007801565871346997), ('ma_crossover_rank01_score', 0.010148729258070725), ('ma_crossover_rank02_score', 0.035235137735929095), ('ma_crossover_rank03_score', -0.0003983364205344786), ('ma_crossover_rank04_score', 0.015697252402077075), ('ma_crossover_rank05_score', 0.022105048410205663), ('ma_crossover_rank06_score', -0.012774217533126069), ('ma_crossover_rank07_score', 0.03281351061226449), ('ma_crossover_rank08_score', 0.047362664833115214), ('ma_crossover_rank09_score', -0.025405846829653828), ('ma_crossover_rank10_score', -0.11834856606218012), ('adaptive_volatility_band_rank01_score', 0.02761281361134957), ('adaptive_volatility_band_rank02_score', -0.016945757470664173), ('adaptive_volatility_band_rank03_score', -0.03220508348815935), ('adaptive_volatility_band_rank04_score', 0.004642921636049795), ('adaptive_volatility_band_rank05_score', 0.03527885056790221), ('adaptive_volatility_band_rank06_score', -0.002764161836920866), ('adaptive_volatility_band_rank07_score', -0.018317271868347196), ('adaptive_volatility_band_rank08_score', 0.011925738490885043), ('adaptive_volatility_band_rank09_score', 0.0049321119924498995), ('adaptive_volatility_band_rank10_score', -0.016130728789476866), ('fear_greed_candle_volume_rank01_score', 0.0036420343780368975), ('fear_greed_candle_volume_rank02_score', -0.002257659166520389), ('fear_greed_candle_volume_rank03_score', -0.0022576591665206523), ('fear_greed_candle_volume_rank04_score', -0.0022576591665206514)]","[('ma_crossover_rank10_score', -0.11834856606218012), ('ma_crossover_rank08_score', 0.047362664833115214), ('adaptive_volatility_band_rank05_score', 0.03527885056790221), ('ma_crossover_rank02_score', 0.035235137735929095), ('adaptive_band_rank06_score', 0.03380166977211469), ('ma_crossover_rank07_score', 0.03281351061226449), ('adaptive_volatility_band_rank03_score', -0.03220508348815935), ('adaptive_band_rank01_score', -0.02788174439678447), ('adaptive_volatility_band_rank01_score', 0.02761281361134957), ('ma_crossover_rank09_score', -0.025405846829653828)]"
2024-07-01,2024-12-31,2024-06-28,lasso,130,selection_cv_mse,,1.0,0.0038523472155607,0.006632531432869295,1827013945842614.5,252,252,0,0.15132853141107616,[],[]
