Date,predicted_future_return,portfolio_weight,price,gross_exposure,net_equity
2020-02-03,0.1394940003955944,0.7236022046829804,148.36,0.005566170805253696,1.0
2020-02-04,0.14689010828750765,0.7619682990059206,146.43,0.011355055668760355,0.9999275902557688
2020-02-05,0.13840064785511505,0.7179306180445376,146.61,0.016891557158204545,0.9999415485294858
2020-02-06,0.1292105461179064,0.6702584754473919,147.4,0.022138410820484362,1.000032567765247
2020-02-07,0.12622930646831254,0.6547937846577043,147.79,0.027233861258181058,1.0000911429363462
2020-02-10,0.1243707630337967,0.6451528959965371,148.17,0.032266599980249396,1.0001611670738257
2020-02-11,0.13293033799156834,0.6895542845367456,147.66,0.037459802318577984,1.0000501056849487
2020-02-12,0.1343483883178033,0.6969101875827912,147.54,0.04279020716663356,1.0000196629362135
2020-02-13,0.12958903840512614,0.6722218419915517,148.38,0.04820476494966137,1.0002632834731524
2020-02-14,0.1273968501611564,0.6608502257075677,149.0,0.05348964994066324,1.0004647051894806
2020-02-18,0.12222115138299065,0.6340021387931857,150.91,0.05905226216371184,1.0011503778833508
2020-02-19,0.11361052798398677,0.5893359448526264,151.79,0.06392996646170088,1.0014947287593967
2020-02-20,0.11077966711508871,0.5746513192767863,152.41,0.06861148896241476,1.001755856496443
2020-02-21,0.07991743749778842,0.4145585745768057,154.7,0.07283130659074329,1.0027867620126423
2020-02-24,0.10235239824415589,0.5309362468208397,156.09,0.07756983050721344,1.0034411609535674
2020-02-25,0.12361309842559985,0.641222635344848,153.3,0.08111580564118503,1.002054654277194
2020-02-26,0.11516163190056014,0.5973820415345046,153.97,0.08606556998654037,1.0024091721492072
2020-02-27,0.09067267812086442,0.470349617952744,154.0,0.08970041325766369,1.0024259414360785
2020-02-28,0.13051488065042463,0.6770244964998942,148.38,0.0916348113862818,0.9991524588223898
2020-03-02,0.12335458559904454,0.6398816425372451,149.2,0.09706338402272742,0.9996588649777797
2020-03-03,0.11303611963403912,0.5863562959269975,153.89,0.10462493818806898,1.002709986097529
2020-03-04,0.1114599654465039,0.5781802550808937,154.16,0.10925604306241979,1.0028935505481806
2020-03-05,0.07418918147198192,0.3848441877393267,157.49,0.11457641555371835,1.005253583133792
2020-03-06,0.08691775894720047,0.45087159176692787,157.55,0.11808830949710389,1.0052972340635857
2020-03-09,0.09543000287480896,0.49502745836584255,157.81,0.12209109058865192,1.0054921116292428
2020-03-10,0.1263296278531315,0.6553141853561285,154.48,0.12455568523144157,1.0029158279231392
2020-03-11,0.1286901118693982,0.667558808303679,153.93,0.1292472934661498,1.0024723684016652
2020-03-12,0.14182239850689105,0.7356803872710193,147.79,0.12975092360612087,0.9973169186395514
2020-03-13,0.1386297760117543,0.7191191827055906,143.28,0.13132309500846362,0.993357404021082
2020-03-16,0.13384691196098955,0.6943088613869853,141.64,0.13516079256696784,0.9918542641843016
2020-03-17,0.13335306536937902,0.691747113344409,143.56,0.1423140953583793,0.9936864353346022
2020-03-18,0.13061079598470332,0.6775220415351655,140.7,0.1446906242623242,0.9908512562267382
2020-03-19,0.1325198058376979,0.6874247164492906,138.04,0.14724306205875431,0.988115811588943
2020-03-20,0.12928862531926727,0.6706634984740769,140.11,0.15461001797617918,0.9903238175181057
2020-03-23,0.12154798611203559,0.6305102045680742,146.3,0.16629070107832772,0.9971544221235769
2020-03-24,0.11044007285107663,0.5728897298360937,153.4,0.1787677022124734,1.0052245791820602
2020-03-25,0.11057624919575676,0.5735961222469269,151.3,0.1807327038396258,1.0027773029457747
2020-03-26,0.10636416481937615,0.5517466266957476,153.24,0.18729430089730137,1.0050946951827138
2020-03-27,0.11027188460343162,0.5720172809389902,152.25,0.1904844275766986,1.0038846889318112
2020-03-30,0.09981956884815024,0.5177976105365696,152.92,0.19530574271354956,1.004722945526073
2020-03-31,0.10092619850466622,0.5235380700326887,148.05,0.19311311187376662,0.9985030987629617
2020-04-01,0.11885792099212882,0.6148460111605512,149.45,0.19966882529248403,1.0003292274804443
2020-04-02,0.13187115357108292,0.6821628048305695,151.9,0.20818949091451278,1.0036024869114686
2020-04-03,0.11350914383479746,0.587177057570242,152.65,0.21373416455653863,1.0046304139568003
2020-04-06,0.02933445203471205,0.1517456360718074,156.88,0.22082410829087318,1.0105530835675056
2020-04-07,0.06827927209374278,0.3532052196551867,156.04,0.22235868848122653,1.0093707005297419
2020-04-08,0.06657007552843149,0.34436363230704053,154.65,0.223026874458029,1.007389935488798
2020-04-09,0.032551414300536693,0.16838681909676775,158.69,0.2301484012823057,1.0132161790892533
2020-04-13,0.058916582084004895,0.3047724979806985,161.41,0.23643762615702424,1.0171610001333513
2020-04-14,0.09629770256408682,0.498143142764334,162.68,0.2421298259898492,1.0190213296372197
2020-04-15,0.12929923482062536,0.6688583992718302,161.85,0.24603953434458226,1.0177859733821695
2020-04-16,0.13837901178853756,0.7158276260961659,161.71,0.2513330768820026,1.017573149565004
2020-04-17,0.20538025372832178,1.0,158.57,0.2541451306542714,1.012692895644965
2020-04-20,0.19275439895668584,0.9971087525585798,159.7,0.2636262845531235,1.0145039822164434
2020-04-21,0.14430546910404346,0.7464848899144804,158.61,0.2675691482108551,1.0127046544132945
2020-04-22,0.07710480167731935,0.3988592376251026,161.73,0.2759006197057186,1.0179679779264263
2020-04-23,0.07967876351698663,0.4121742119809447,163.34,0.2818177434498546,1.0207145308091705
2020-04-24,0.09251232260565062,0.4785615637770512,162.64,0.2842912452146212,1.019506789775652
2020-04-27,0.11132706401600095,0.5758892690793947,161.56,0.28683334574315705,1.0176189728497311
2020-04-28,0.10918074158117341,0.5647864517265193,160.84,0.28989957015034934,1.0163406860897963
2020-04-29,0.132676089025198,0.6863266952055083,161.73,0.2967831508671271,1.0179448306896086
2020-04-30,0.12742837333468474,0.6591805274694059,158.8,0.29647706449060873,1.0125681248710179
2020-05-01,0.14557851501151872,0.7530702919785739,159.78,0.3040995572430937,1.0143977692236676
2020-05-04,0.14935288830803045,0.7725949340606512,160.34,0.31110840914193094,1.0154635831681922
2020-05-05,0.17501089602402206,0.9053225096973545,161.02,0.3193918354462756,1.0167829901671726
2020-05-06,0.15012491775413345,0.7765886033211655,158.95,0.32125963753431924,1.0126770337681303
2020-05-07,0.18884013731950883,0.9768604751684979,161.39,0.3337055218014529,1.017608606687814
2020-05-08,0.15779025927696103,0.816241027157571,160.42,0.3379786334266035,1.0156029411809833
2020-05-11,0.14581873979118865,0.7543129626085923,159.42,0.34167420481690647,1.0134961051666047
2020-05-12,0.12340652688204382,0.6383757192726495,160.04,0.3479135917326824,1.0148249096264372
2020-05-13,0.10032726911245687,0.5189878866256658,161.58,0.35525363760777395,1.0181727409890238
2020-05-14,0.10267428428710426,0.5311288773667102,163.01,0.36248327642618244,1.0213167730584576
2020-05-15,0.1209333474427548,0.6255820871744417,163.93,0.3693412386980052,1.0233625654289384
2020-05-18,0.1786960235206267,0.9243854877722905,162.69,0.3736581237348827,1.0205687928675675
2020-05-19,0.14353650744249963,0.7425070901482625,164.26,0.38297561294515564,1.0241746890767
2020-05-20,0.13350653693320533,0.6906225602135184,164.65,0.3891973873046135,1.0250839822037463
2020-05-21,0.14727589238713867,0.7618507392564898,162.25,0.38938469088000854,1.0194108954771681
2020-05-22,0.1465271695414929,0.757977633860842,163.21,0.39751919748262776,1.0217148048962423
2020-05-26,0.11213977725743315,0.5800933935545742,160.89,0.3963307923981581,1.0160641429382762
2020-05-27,0.12101969242382267,0.6260287453925072,161.18,0.4018607739775273,1.0167785187838567
2020-05-28,0.14024014019360598,0.7254551491637256,161.72,0.4087875489770706,1.0181248695590637
2020-05-29,0.17390907466148314,0.8996228435403686,162.91,0.41871574586457333,1.0211328907270252
2020-06-01,0.13702462438255064,1.0,163.66,0.42833572410748205,1.0230605612776262
2020-06-02,0.13702462438255064,1.0,162.6,0.4332537688916025,1.020286298369439
2020-06-03,0.13702462438255064,1.0,159.6,0.43295246461174036,1.0122926863972692
2020-06-04,0.13702462438255064,1.0,161.28,0.4452021666683822,1.0168500807616032
2020-06-05,0.13702462438255064,1.0,158.01,0.44386786793084354,1.007823474331757
2020-06-08,0.13702462438255064,1.0,159.72,0.45636375801769435,1.0126270567263
2020-06-09,0.13702462438255064,1.0,161.26,0.4684562672335886,1.0170272582498865
2020-06-10,0.13702462438255064,1.0,163.57,0.4828590671577553,1.0237377504817455
2020-06-11,0.13702462438255064,1.0,162.39,0.4870680117685312,1.0202543874002137
2020-06-12,0.13702462438255064,1.0,162.62,0.4954501750104834,1.0209442429498583
2020-06-15,0.13702462438255064,1.0,162.33,0.5022589471551768,1.020060707402244
2020-06-16,0.13702462438255064,1.0,162.25,0.5097037299551515,1.0198131825099108
2020-06-17,0.13702462438255064,1.0,162.56,0.518369893772489,1.020787038634941
2020-06-18,0.13702462438255064,1.0,162.24,0.5250417882880793,1.0197666254582236
2020-06-19,0.13702462438255064,1.0,164.03,0.5385269017066916,1.025559431184528
2020-06-22,0.13702462438255064,1.0,165.09,0.549699295455264,1.0290395172407927
2020-06-23,0.13702462438255064,1.0,166.48,0.5620198787589522,1.0336677928521731
2020-06-24,0.13702462438255064,1.0,165.9,0.5677541642883562,1.0317097706892695
2020-06-25,0.13702462438255064,1.0,165.8,0.5751042452390798,1.0313675439476855
2020-06-26,0.13702462438255064,1.0,166.54,0.5853633631936125,1.0339343542099104
2020-06-29,0.13702462438255064,1.0,166.63,0.593372007517885,1.0342506908418754
2020-06-30,0.13702462438255064,1.0,167.37,0.6036994666568904,1.036885842288573
2020-07-01,0.13702462438255064,1.0,166.62,0.6086865428262688,1.0341806107656437
2020-07-02,0.13702462438255064,1.0,166.98,0.6176939816878086,1.0354957419348758
2020-07-06,0.13702462438255064,1.0,167.98,0.6290854987566153,1.039194951311375
2020-07-07,0.13702462438255064,1.0,169.04,0.6407475089651868,1.0431646538276387
2020-07-08,0.13702462438255064,1.0,170.09,0.652419850285118,1.0471446874552621
2020-07-09,0.13702462438255064,1.0,169.63,0.6583477207316666,1.045380250209503
2020-07-10,0.13702462438255064,1.0,169.19,0.6643323529118483,1.0436725746973772
2020-07-13,0.13702462438255064,1.0,169.4,0.6728492353078115,1.0444971494010327
2020-07-14,0.13702462438255064,1.0,170.19,0.6836793877220388,1.0476349941229524
2020-07-15,0.13702462438255064,1.0,170.34,0.6919742684689226,1.0482375671775284
2020-07-16,0.13702462438255064,1.0,168.73,0.6931262534405835,1.0416972444568815
2020-07-17,0.13702462438255064,1.0,170.12,0.7065285444925926,1.047407227816583
