rank,objective_value,w1,w2,w3,w4
1,0.08226075280371652,1.0,0.0,0.0,0.0
2,0.08098355178475902,0.9800000000000001,0.0,0.0,0.019999999999999907
3,0.08007857267119392,0.9800000000000001,0.0,0.02,0.0
4,0.07970054332068965,0.9600000000000001,0.0,0.0,0.039999999999999925
5,0.07950237600570023,0.9800000000000001,0.02,0.0,0.0
6,0.07879893877960019,0.9600000000000001,0.0,0.02,0.019999999999999907
7,0.07841172806810906,0.9400000000000001,0.0,0.0,0.05999999999999994
8,0.07822242447523453,0.9600000000000001,0.02,0.0,0.019999999999999907
9,0.07789301861693188,0.9600000000000001,0.0,0.04,0.0
10,0.07751349790882368,0.9400000000000001,0.0,0.02,0.039999999999999925
