rank,objective_value,w1,w2,w3,w4
1,0.3840801704046476,0.9999999999999997,-2.0816681711721685e-16,0.9999999999999997,-0.9999999999999991
2,0.3831790789671852,0.9999999999999997,-0.020000000000000212,0.9999999999999997,-0.9799999999999991
3,0.38227429572260024,0.9999999999999997,-0.040000000000000216,0.9999999999999997,-0.9599999999999991
4,0.38181453687437666,0.9999999999999997,0.019999999999999796,0.9799999999999996,-0.9999999999999991
5,0.3813658208652228,0.9999999999999997,-0.06000000000000022,0.9999999999999997,-0.9399999999999991
6,0.38091586394372806,0.9999999999999997,-2.0816681711721685e-16,0.9799999999999996,-0.9799999999999991
7,0.3804536545874519,0.9999999999999997,-0.08000000000000022,0.9999999999999997,-0.919999999999999
8,0.380190341395496,0.9799999999999996,0.019999999999999796,0.9999999999999997,-0.9999999999999991
9,0.38001349906601756,0.9999999999999997,-0.020000000000000212,0.9799999999999996,-0.9599999999999991
10,0.3795438000359862,0.9999999999999997,0.039999999999999786,0.9599999999999996,-0.9999999999999991
