rank,objective_value,w1,w2,w3,w4
1,0.24158883196271919,1.0,0.0,0.0,0.0
2,0.24146908039700704,0.9800000000000001,0.02,0.0,0.0
3,0.2413459016776163,0.9600000000000001,0.04,0.0,0.0
4,0.24121929574079315,0.9400000000000001,0.06,0.0,0.0
5,0.2410892625207354,0.92,0.08,0.0,0.0
6,0.24095580194959287,0.9,0.1,0.0,0.0
7,0.24048191255428247,0.9800000000000001,0.0,0.02,0.0
8,0.24036066347302512,0.9600000000000001,0.02,0.02,0.0
9,0.24023598738106536,0.9400000000000001,0.04,0.02,0.0
10,0.24010788421348817,0.92,0.06,0.02,0.0
