short_ma,long_ma,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
5,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,1
10,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,2
15,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,3
20,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,4
25,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,5
30,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,6
35,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,7
40,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,8
5,40,24,0,0.0,0.0,-1.0,,,-0.062558666004086,-11.330000000000013,0.062558666004086,9
10,40,24,0,0.0,0.0,-1.0,,,-0.062558666004086,-11.330000000000013,0.062558666004086,10
15,40,24,0,0.0,0.0,-1.0,,,-0.062558666004086,-11.330000000000013,0.062558666004086,11
20,40,24,0,0.0,0.0,-1.0,,,-0.062558666004086,-11.330000000000013,0.062558666004086,12
25,40,24,0,0.0,0.0,-1.0,,,-0.062558666004086,-11.330000000000013,0.062558666004086,13
30,40,24,0,0.0,0.0,-1.0,,,-0.062558666004086,-11.330000000000013,0.062558666004086,14
35,40,24,0,0.0,0.0,-1.0,,,-0.062558666004086,-11.330000000000013,0.062558666004086,15
5,35,29,0,0.0,0.0,-1.0,,,-0.04122430539868993,-7.300000000000011,0.04122430539868993,16
10,35,29,0,0.0,0.0,-1.0,,,-0.04122430539868993,-7.300000000000011,0.04122430539868993,17
15,35,29,0,0.0,0.0,-1.0,,,-0.04122430539868993,-7.300000000000011,0.04122430539868993,18
20,35,29,0,0.0,0.0,-1.0,,,-0.04122430539868993,-7.300000000000011,0.04122430539868993,19
25,35,29,0,0.0,0.0,-1.0,,,-0.04122430539868993,-7.300000000000011,0.04122430539868993,20
30,35,29,0,0.0,0.0,-1.0,,,-0.04122430539868993,-7.300000000000011,0.04122430539868993,21
5,30,34,0,0.0,0.0,-1.0,,,-0.028385029186219546,-4.960000000000008,0.028385029186219546,22
10,30,34,0,0.0,0.0,-1.0,,,-0.028385029186219546,-4.960000000000008,0.028385029186219546,23
15,30,34,0,0.0,0.0,-1.0,,,-0.028385029186219546,-4.960000000000008,0.028385029186219546,24
20,30,34,0,0.0,0.0,-1.0,,,-0.028385029186219546,-4.960000000000008,0.028385029186219546,25
25,30,34,0,0.0,0.0,-1.0,,,-0.028385029186219546,-4.960000000000008,0.028385029186219546,26
5,50,14,0,0.0,0.0,-1.0,,,-0.02654664296771969,-4.6299999999999955,0.02654664296771969,27
10,50,14,0,0.0,0.0,-1.0,,,-0.02654664296771969,-4.6299999999999955,0.02654664296771969,28
15,50,14,0,0.0,0.0,-1.0,,,-0.02654664296771969,-4.6299999999999955,0.02654664296771969,29
20,50,14,0,0.0,0.0,-1.0,,,-0.02654664296771969,-4.6299999999999955,0.02654664296771969,30
25,50,14,0,0.0,0.0,-1.0,,,-0.02654664296771969,-4.6299999999999955,0.02654664296771969,31
30,50,14,0,0.0,0.0,-1.0,,,-0.02654664296771969,-4.6299999999999955,0.02654664296771969,32
35,50,14,0,0.0,0.0,-1.0,,,-0.02654664296771969,-4.6299999999999955,0.02654664296771969,33
40,50,14,0,0.0,0.0,-1.0,,,-0.02654664296771969,-4.6299999999999955,0.02654664296771969,34
45,50,14,0,0.0,0.0,-1.0,,,-0.02654664296771969,-4.6299999999999955,0.02654664296771969,35
5,25,39,0,0.0,0.0,-1.0,,,-0.007482754589033136,-1.2800000000000011,0.007482754589033136,36
10,25,39,0,0.0,0.0,-1.0,,,-0.007482754589033136,-1.2800000000000011,0.007482754589033136,37
15,25,39,0,0.0,0.0,-1.0,,,-0.007482754589033136,-1.2800000000000011,0.007482754589033136,38
20,25,39,0,0.0,0.0,-1.0,,,-0.007482754589033136,-1.2800000000000011,0.007482754589033136,39
5,20,44,0,0.0,0.0,-1.0,,,0.015066363745067646,2.5200000000000102,-0.015066363745067646,40
10,20,44,0,0.0,0.0,-1.0,,,0.015066363745067646,2.5200000000000102,-0.015066363745067646,41
15,20,44,0,0.0,0.0,-1.0,,,0.015066363745067646,2.5200000000000102,-0.015066363745067646,42
5,10,54,0,0.0,0.0,-1.0,,,0.01628157548186282,2.719999999999999,-0.01628157548186282,43
5,15,49,0,0.0,0.0,-1.0,,,0.017926734216679785,2.990000000000009,-0.017926734216679785,44
10,15,49,0,0.0,0.0,-1.0,,,0.017926734216679785,2.990000000000009,-0.017926734216679785,45
