short_ma,long_ma,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
5,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,1
10,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,2
15,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,3
20,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,4
25,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,5
30,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,6
35,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,7
40,45,19,0,0.0,0.0,-1.0,,,-0.06544834039742387,-11.889999999999986,0.06544834039742387,8
5,40,24,0,0.0,0.0,-1.0,,,-0.062558666004086,-11.330000000000013,0.062558666004086,9
10,40,24,0,0.0,0.0,-1.0,,,-0.062558666004086,-11.330000000000013,0.062558666004086,10
