rank,objective_value,w1,w2,w3,w4
1,0.1825377511149407,0.0,1.0,0.0,0.0
2,0.18247968835118927,0.02,0.9800000000000001,0.0,0.0
3,0.18241740309115395,0.04,0.9600000000000001,0.0,0.0
4,0.18235089622029538,0.06,0.9400000000000001,0.0,0.0
5,0.1822801686208387,0.08,0.92,0.0,0.0
6,0.18220522117177693,0.1,0.9,0.0,0.0
7,0.1804172125649491,0.0,0.9800000000000001,0.02,0.0
8,0.18035661410779763,0.02,0.9600000000000001,0.02,0.0
9,0.18029179391307892,0.04,0.9400000000000001,0.02,0.0
10,0.18022275286377026,0.06,0.92,0.02,0.0
