rank,objective_value,w1,w2,w3,w4
1,0.060857091337707836,1.0,0.0,0.0,0.0
2,0.05859994092235987,0.9,0.0,0.1,0.0
3,0.056492824818456244,0.9,0.0,0.0,0.09999999999999998
4,0.0562757932602717,0.8,0.0,0.2,0.0
5,0.05420211070216921,0.8,0.0,0.1,0.09999999999999998
6,0.05388468670483858,0.7000000000000001,0.0,0.30000000000000004,0.0
7,0.05199679270837117,0.8,0.0,0.0,0.19999999999999996
8,0.051844499935275526,0.7000000000000001,0.0,0.2,0.09999999999999987
9,0.051426658131080924,0.6000000000000001,0.0,0.4,0.0
10,0.04967261548727861,0.7000000000000001,0.0,0.1,0.19999999999999996
