rank,objective_value,w1,w2,w3,w4
1,0.2082985432409731,1.0,0.0,0.0,0.0
2,0.20613005519140534,0.9800000000000001,0.02,0.0,0.0
3,0.2056006179412194,0.9800000000000001,0.0,0.02,0.0
4,0.20544828597641152,0.9800000000000001,0.0,0.0,0.019999999999999907
5,0.203957999457379,0.9600000000000001,0.04,0.0,0.0
6,0.20343051861715616,0.9600000000000001,0.02,0.02,0.0
7,0.203277943385718,0.9600000000000001,0.02,0.0,0.019999999999999907
8,0.20289985533039814,0.9600000000000001,0.0,0.04,0.0
9,0.20274866398474803,0.9600000000000001,0.0,0.02,0.019999999999999907
10,0.20259471907844373,0.9600000000000001,0.0,0.0,0.039999999999999925
