rank,objective_value,w1,w2,w3,w4
1,0.08151370744034075,1.0,0.0,0.0,0.0
2,0.08058954925944273,0.9800000000000001,0.02,0.0,0.0
3,0.08032359276761561,0.9800000000000001,0.0,0.02,0.0
4,0.08003634545588796,0.9800000000000001,0.0,0.0,0.019999999999999907
5,0.07965983819005318,0.9600000000000001,0.04,0.0,0.0
6,0.07939706635871818,0.9600000000000001,0.02,0.02,0.0
7,0.07912976643215729,0.9600000000000001,0.0,0.04,0.0
8,0.07910840826464441,0.9600000000000001,0.02,0.0,0.019999999999999907
9,0.0788432533004176,0.9600000000000001,0.0,0.02,0.019999999999999907
10,0.07872457418263444,0.9400000000000001,0.06,0.0,0.0
