Date,Open,High,Low,Close,Volume
2005-01-03,34.15560312257767,34.325998399633605,33.54218142518414,33.65293884277344,100970900
2005-01-04,33.79778761234813,33.85742874812157,32.84357819028845,33.03953170776367,136623200
2005-01-05,32.95433589198536,33.19288743669826,32.77542223345068,32.835060119628906,127925500
2005-01-06,32.9117305534971,32.97988672969102,32.66465750850096,32.67317581176758,102934600
2005-01-07,32.852084631032945,33.116194217849234,32.55389208944034,32.843563079833984,123104000
2005-01-10,32.7498679521108,33.11621690416538,32.70726991699273,32.82654571533203,88764200
2005-01-11,32.690214163752316,32.80097160124268,32.43462282725316,32.59649658203125,106398800
2005-01-12,32.741343294412275,32.88617723572531,32.383512718779315,32.869140625,127754900
2005-01-13,32.869131927264775,33.09916186141902,32.383504149549516,32.43462371826172,101982400
2005-01-14,32.54537196209097,32.81800308480848,32.53685041137017,32.74132537841797,93460900
2005-01-18,32.61353303256905,33.04804118426808,32.562416720618465,32.9884033203125,91760400
2005-01-19,32.996918703157604,33.01395855564028,32.42609827007592,32.443138122558594,104981000
2005-01-20,32.07679399076177,32.21310958003111,31.795641259757513,31.821199417114258,120963900
2005-01-21,31.93196932099165,31.991607211464057,31.514504087684806,31.56562042236328,138569200
2005-01-24,31.6252555153522,31.69341495558934,31.062953133479756,31.122591018676758,137499000
2005-01-25,31.327065242247674,31.599696495781995,31.23334763946633,31.27594566345215,119171300
2005-01-26,31.48892943516878,31.770082157813818,31.369653704356917,31.650806427001953,107465800
2005-01-27,31.599706561272264,31.753062096486445,31.412271296005613,31.608224868774414,103654700
2005-01-28,31.710451496675073,31.75304951735427,31.19926549846276,31.454856872558594,111648600
2005-01-31,31.829726055606137,31.974559970463858,31.744526767436426,31.863805770874023,89139900
2005-02-01,31.940485309405712,32.07680092815664,31.83824615782698,31.96604347229004,76610300
2005-02-02,32.06826718524647,32.14494489477627,31.787117750316842,32.01715087890625,100160500
2005-02-03,31.84675987762429,31.872318034221145,31.523009143977863,31.650806427001953,90157900
2005-02-04,31.65080094644846,32.221621345069465,31.65080094644846,32.161983489990234,99302000
2005-02-07,32.20459902246041,32.29831663145773,31.966047472300758,32.093841552734375,71551400
2005-02-08,32.08532109145022,32.383510509113336,32.051241372282746,32.153480529785156,72821700
2005-02-09,32.1790319852757,32.204590144312334,31.574131721260326,31.616729736328125,93276600
2005-02-10,31.74452075119705,31.795640314410672,31.420773267570535,31.650806427001953,110373000
2005-02-11,31.54855363598817,32.2471711138834,31.463357650886216,32.11937713623047,108684100
2005-02-14,32.11939491595082,32.323866693388446,32.110873362712404,32.26422882080078,54908900
2005-02-15,32.28979431264752,32.783937212276086,32.22163487820457,32.47722625732422,131406500
2005-02-16,32.40053868241269,32.51129610474833,32.23014664807444,32.357940673828125,80273900
2005-02-17,32.41758182564179,32.49425954888328,31.8893593155449,31.923439025878906,115628300
2005-02-18,31.931956849026847,32.0086345711171,31.74452169502401,31.821199417114258,69158800
2005-02-22,31.54856841385385,31.991594893945567,31.344096653823843,31.429292678833008,121232000
2005-02-23,31.557109805275758,31.58266797884208,31.267438588109865,31.47191047668457,95010100
2005-02-24,31.395232757824672,31.897897422265768,31.318554986976977,31.872339248657227,99334600
2005-02-25,31.8467520523105,32.11938315575299,31.7700743513411,32.05122375488281,79988700
2005-02-28,31.914922922977528,32.03419867949365,31.454856504969097,31.710451126098633,95731300
2005-03-01,31.83824613578344,32.119398927399224,31.804169668634835,32.05976104736328,78460600
2005-03-02,31.87232166653596,32.39202591003259,31.829723650679902,32.04271697998047,107270600
2005-03-03,32.127901872294125,32.14494172273254,31.540041657254985,31.778593063354492,89793800
2005-03-04,32.03419965665515,32.16199697111821,31.863807570732018,31.96604347229004,86622300
2005-03-07,32.034210379198704,32.62207432247471,32.00013390062037,32.42612075805664,93563900
