Date,Open,High,Low,Close,Volume
2005-01-03,44.27920917226366,44.610623351037816,44.269167943662886,44.56040954589844,1168000
2005-01-04,44.550399583137654,44.565463352144576,44.09344482421875,44.09344482421875,1935400
2005-01-05,44.18381069013688,44.46501496121638,44.158705697175144,44.32943344116211,1094100
2005-01-06,44.334441676510345,44.45997809404569,44.29929163284314,44.35954666137695,1057400
2005-01-07,44.57045650032727,44.625692837649105,44.364574910115344,44.459983825683594,738700
2005-01-10,44.51022528287177,44.55039788607355,44.424861374370714,44.530311584472656,379400
2005-01-11,44.64079369468899,44.83160785333039,44.560448471426646,44.79143524169922,844100
2005-01-12,44.625716587091745,44.911939655054155,44.590566520186535,44.851680755615234,722000
2005-01-13,45.0675740644749,45.28349685668945,45.05753283670402,45.28349685668945,1876700
2005-01-14,45.14291047198494,45.39398338469779,45.09771535554094,45.27848815917969,1043800
2005-01-18,45.09269757843289,45.4391755999403,45.057547523176524,45.429134368896484,1251600
2005-01-19,45.59486916079839,45.614951634226244,45.32872849949363,45.55971908569336,655800
2005-01-20,45.40400843588816,45.70529505756684,45.36885839387677,45.650062561035156,1064200
2005-01-21,45.49442804900501,45.7203960536829,45.45425544847516,45.70030975341797,606300
2005-01-24,45.74047700283085,45.94635870040195,45.6952857020391,45.89614486694336,561400
2005-01-25,45.87606165477168,45.89614795572089,45.44923829504391,45.46430206298828,1942200
2005-01-26,45.61998660125422,45.65513668593894,45.50951381193882,45.549686431884766,709800
2005-01-27,45.454256996978586,45.544643435714946,45.36387055824222,45.46430206298828,463900
2005-01-28,45.80575415190073,45.996568233632075,45.780645321983904,45.92124557495117,1128000
2005-01-31,45.86098191352063,46.07188225342584,45.84089561956745,46.051795959472656,1313900
2005-02-01,46.08963061697204,46.119871925367434,45.8930544213266,45.97874069213867,948200
2005-02-02,45.96864806730225,46.099700118805146,45.91320311649474,46.08457946777344,760300
2005-02-03,45.89804439618216,46.08958273848083,45.89804439618216,46.0593376159668,505800
2005-02-04,46.60873142620543,46.84563161412103,46.603689933017364,46.699459075927734,3483900
2005-02-07,46.74485871125517,47.08760745959723,46.72469656776026,47.04728317260742,1064600
2005-02-08,47.062431969462516,47.44046370276874,47.042269815555,47.314453125,1383800
2005-02-09,47.0976810079018,47.50091226031828,47.06743587595776,47.4404296875,2125800
2005-02-10,47.12286029505447,47.21862945439442,46.74987049133384,46.80027389526367,1240000
2005-02-11,46.60374190081613,46.865846001411576,46.57350059903083,46.770076751708984,1275200
2005-02-14,46.82552818746894,46.981780062383436,46.73984192351824,46.916255950927734,295000
2005-02-15,46.6742454646782,46.805297340787604,46.65912483388322,46.67928695678711,900200
2005-02-16,46.62894787466644,46.659189177959846,46.27107835205867,46.50293731689453,1189700
2005-02-17,46.2508612102585,46.44239564594891,46.17021270331571,46.21053695678711,1146400
2005-02-18,45.64102749024761,45.84264131476553,45.595661687855035,45.797279357910156,2655800
2005-02-22,45.68135888791645,45.741845357079875,45.56543129560923,45.595672607421875,914600
2005-02-23,45.938387449852385,45.95350809452642,45.58051809227096,45.74685287475586,1115000
2005-02-24,45.94850470351146,46.03419098424401,45.64607620239258,45.64607620239258,798500
2005-02-25,45.812375813626666,45.93838631016443,45.67628616940136,45.867820739746094,588800
2005-02-28,45.918244993853705,45.918244993853705,45.30835437548078,45.373878479003906,2797300
2005-03-01,45.27372092686226,45.435520979710375,45.2282126126394,45.359676361083984,1648500
2005-03-02,45.228204887053884,45.36472594878527,45.21303673744304,45.29899215698242,1139300
2005-03-03,45.314174582301774,45.4051873585083,45.228215285382774,45.27372360229492,1600600
2005-03-04,45.50129724157624,45.84512318606627,45.44062457100954,45.764225006103516,1567000
2005-03-07,45.93612479040593,46.00691212713112,45.885562958119436,45.94623947143555,889800
2005-03-08,45.572067148070175,45.64285447504422,45.4760008372454,45.51139450073242,680400
2005-03-09,45.09173930639425,45.202977674381316,44.717577043037004,44.76813888549805,2549600
2005-03-10,44.869257154824446,45.16757854729422,44.692288798759755,45.04117202758789,1357700
2005-03-11,44.823736024459926,44.934974337738204,44.697329551665405,44.71249771118164,1017900
2005-03-14,44.68215897141863,45.000701876860234,44.64676531525845,44.98047637939453,805000
2005-03-15,45.14737189661513,45.152429239649365,44.697364807128906,44.697364807128906,963900
