rank,objective_value,w1,w2,w3,w4
1,0.24758936496800163,1.0,0.0,0.0,0.0
2,0.24682165146497936,0.9,0.1,0.0,0.0
3,0.24597804070550655,0.8,0.2,0.0,0.0
4,0.2450585241849926,0.7000000000000001,0.30000000000000004,0.0,0.0
5,0.24406309244459312,0.6000000000000001,0.4,0.0,0.0
6,0.2429917350715773,0.5,0.5,0.0,0.0
7,0.24184444069962716,0.4,0.6000000000000001,0.0,0.0
8,0.24062119700906978,0.30000000000000004,0.7000000000000001,0.0,0.0
9,0.2393219907270428,0.2,0.8,0.0,0.0
10,0.2379468076275943,0.1,0.9,0.0,0.0
