rank,objective_value,w1,w2,w3,w4
1,0.24554846424849358,1.0,0.0,0.0,0.0
2,0.24431404315971422,0.9800000000000001,0.0,0.02,0.0
3,0.2430742364916835,0.9600000000000001,0.0,0.04,0.0
4,0.24205998058879813,0.9800000000000001,0.02,0.0,0.0
5,0.2418290432087067,0.9400000000000001,0.0,0.06,0.0
6,0.24082201872925132,0.9600000000000001,0.02,0.02,0.0
7,0.2407373029032554,0.9800000000000001,0.0,0.0,0.019999999999999907
8,0.2405784622707816,0.92,0.0,0.08,0.0
9,0.23957867110415815,0.9400000000000001,0.02,0.04,0.0
10,0.23950074748019076,0.9600000000000001,0.0,0.02,0.019999999999999907
