rank,objective_value,w1,w2,w3,w4
1,0.25579654741648017,1.0,0.0,0.0,0.0
2,0.24993971693686023,0.9,0.0,0.0,0.09999999999999998
3,0.2440021186649053,0.8,0.0,0.0,0.19999999999999996
4,0.24323016435519593,0.9,0.0,0.1,0.0
5,0.23938942194125018,0.9,0.1,0.0,0.0
6,0.23798359864413549,0.7000000000000001,0.0,0.0,0.29999999999999993
7,0.23735380202488604,0.8,0.0,0.1,0.09999999999999998
8,0.23346423020373439,0.8,0.1,0.0,0.09999999999999998
9,0.2318840010259837,0.6000000000000001,0.0,0.0,0.3999999999999999
10,0.2313966894950777,0.7000000000000001,0.0,0.1,0.19999999999999996
