target_horizon_days,ma_window,adaptive_band_selection_corr,adaptive_band_evaluation_corr,adaptive_band_selection_diracc,adaptive_band_evaluation_diracc,adaptive_band_coef,raw_zscore_selection_corr,raw_zscore_evaluation_corr,raw_zscore_selection_diracc,raw_zscore_evaluation_diracc,raw_zscore_coef,evaluation_corr_gap_adaptive_minus_raw
100,10,0.11868663614008547,0.07355404761818937,1.0,1.0,-0.010996743278465514,0.4133750919840852,0.29955518384422536,1.0,1.0,-0.013092690315736321,-0.226001136226036
93,10,0.026028677478271027,0.06801756166689112,1.0,1.0,-0.0024934311857171217,0.3194196838510864,0.2990855016724714,1.0,1.0,-0.010329761246903055,-0.23106794000558029
7,10,0.04411624546302363,-0.11451291748641085,0.6313559322033898,0.717948717948718,0.0026518974187407216,0.032337274146943755,0.11873550829293794,0.6313559322033898,0.717948717948718,-0.000650101913011355,-0.2332484257793488
88,10,0.11760315244373822,0.010718918485344052,1.0,0.9934640522875817,-0.012325586064299253,0.4196968334359738,0.24550786174815373,1.0,0.9934640522875817,-0.014795166114561206,-0.23478894326280966
89,10,0.1108833855674085,0.03036132891272147,1.0,0.993421052631579,-0.011260053083004038,0.3953182244073728,0.26999228001839654,1.0,0.993421052631579,-0.013510165765067913,-0.23963095110567506
92,10,0.04779187480304922,0.052250124842570335,1.0,1.0,-0.004620559074541121,0.3385399369768511,0.29559939464924034,1.0,1.0,-0.011028713247099853,-0.24334926980667002
91,10,0.06651309187493466,0.04676552008618128,1.0,1.0,-0.006487005509564158,0.35170539329911726,0.3012330907267856,1.0,1.0,-0.011547043836353705,-0.2544675706406043
90,10,0.09903831312686992,0.032961308387178416,1.0,0.9933774834437086,-0.009827888310825534,0.37665909201262887,0.29678687662894626,1.0,0.9933774834437086,-0.012582955931936535,-0.26382556824176784
101,10,0.1051529657605683,0.06114786645256377,1.0,1.0,-0.009611532922306883,0.42967659466154506,0.3281204216455124,1.0,1.0,-0.013421665828371865,-0.26697255519294866
102,10,0.08899650909281243,0.05056384189598899,1.0,1.0,-0.008057335087963812,0.44631199173333863,0.3485206005394137,1.0,1.0,-0.013840343335588142,-0.2979567586434247
120,10,0.05309869853133741,0.14974969320560805,1.0,1.0,-0.00450934981781926,0.1588579846990926,0.449183865640147,1.0,1.0,-0.0048203504128673585,-0.29943417243453896
119,10,0.05982356952811029,0.14289410519327725,1.0,1.0,-0.0049698032647392705,0.15820972147344034,0.44426643297369794,1.0,1.0,-0.004680376108770211,-0.30137232778042067
118,10,0.016249037675664563,0.1462739735991649,1.0,1.0,-0.0013237219803499518,0.1570723368284295,0.45222497519509397,1.0,1.0,-0.004544349819333775,-0.30595100159592903
129,10,0.007756594677505446,0.09610456779517222,1.0,1.0,-0.0008211958428329926,0.210774298921296,0.40359324950243536,1.0,1.0,-0.0074559602956930544,-0.3074886817072631
130,10,0.0024825534150654926,0.06865202018385565,1.0,1.0,-0.00026385000129730833,0.19009601176392452,0.38068249572089835,1.0,1.0,-0.006749427212833812,-0.3120304755370427
117,10,0.06925896157720668,0.1458950499175809,1.0,1.0,-0.005599609511328308,0.21183644740507912,0.4595268319440683,1.0,1.0,-0.00611887384346894,-0.3136317820264874
6,10,0.026602233862414185,-0.17571736252085546,0.6075949367088608,0.7021276595744681,0.0014867451666889446,0.021130882493898603,0.13885410114012964,0.6075949367088608,0.7021276595744681,-0.00039434917325573496,-0.3145714636609851
116,10,0.05873643193067695,0.1371071018124588,1.0,1.0,-0.004700037015746754,0.2169405698626373,0.45359858770066264,1.0,1.0,-0.00618583664531608,-0.31649148588820386
103,10,0.05393088709727641,0.06585658307905745,1.0,1.0,-0.004827416950478305,0.4525628019946159,0.3899609399115834,1.0,1.0,-0.01390835815013014,-0.324104356832526
114,10,0.07370897056761258,0.07350365708113349,1.0,1.0,-0.0057302195674201585,0.23043899135575335,0.4068150544057356,1.0,1.0,-0.006375394233779158,-0.33331139732460213
115,10,0.040691332269784386,0.10844565899498453,1.0,1.0,-0.0032068338890166312,0.21668887802752554,0.44364291904309894,1.0,1.0,-0.006084444126369393,-0.3351972600481144
128,10,0.008065473522165068,0.08945322862931057,1.0,1.0,-0.0008533633434278566,0.2291485046529639,0.42738606361502246,1.0,1.0,-0.008099922987544318,-0.3379328349857119
5,10,0.042499002820997354,-0.17699238023342828,0.6134453781512605,0.6864406779661016,0.002198796350911829,0.03066629787670171,0.1617824271902231,0.6134453781512605,0.6864406779661016,-0.0005286991886320272,-0.3387748074236514
4,10,0.027938778732086157,-0.16920198455798455,0.6108786610878661,0.6497890295358649,0.001290946343871509,0.02374004440104385,0.17728174819007217,0.6108786610878661,0.6497890295358649,-0.0003651135003472442,-0.3464837327480567
104,10,0.05613695252749041,0.058365756159073384,1.0,1.0,-0.004985990757472275,0.4692035769479487,0.40931943695079276,1.0,1.0,-0.014309635409232633,-0.3509536807917194
127,10,0.012441987738650835,0.06886849750347557,1.0,1.0,-0.0013161114339849593,0.23472068279748945,0.4313297836002009,1.0,1.0,-0.008298305499264934,-0.36246128609672534
112,10,0.10697333115389353,0.028322529926403276,1.0,1.0,-0.008190764023253494,0.2550536902489756,0.3966638755299227,1.0,1.0,-0.006927684248876275,-0.36834134560351944
113,10,0.09427166021286018,0.027211843942151658,1.0,1.0,-0.007274757226823301,0.24781541103920207,0.3955699163003162,1.0,1.0,-0.006793559836207194,-0.36835807235816453
105,10,0.0732232545654603,0.03782433236688386,1.0,1.0,-0.0063701142042929286,0.44903696463560433,0.42650140893589544,1.0,1.0,-0.013427132705922372,-0.38867707656901157
106,10,0.09909551548923619,0.03702201510413931,1.0,1.0,-0.00842624368807893,0.431066965098832,0.45468023911307115,1.0,1.0,-0.012637601890756424,-0.4176582240089318
111,10,0.0945724231046329,-0.003384203338428443,1.0,1.0,-0.007238263231660831,0.268751021760111,0.42717675713310455,1.0,1.0,-0.007264888213261604,-0.43056096047153297
107,10,0.14572339613547303,0.016513348549535338,1.0,1.0,-0.012095273483322209,0.4091672063172142,0.46268018611211065,1.0,1.0,-0.01177340144536641,-0.4461668375625753
108,10,0.17117226142244657,0.01140141672805896,1.0,1.0,-0.013779491931453102,0.3609570716484868,0.46767432458747876,1.0,1.0,-0.010071078374213257,-0.4562729078594198
109,10,0.17790006191977642,-0.002379803946304909,1.0,1.0,-0.014077852018334662,0.3366132914295126,0.47239407230634806,1.0,1.0,-0.009261714972800898,-0.474773876252653
110,10,0.11739226241394378,-0.035169479096481944,1.0,1.0,-0.009076874283470811,0.29790864526736105,0.44796227562042146,1.0,1.0,-0.00803738248963742,-0.4831317547169034
125,10,0.056411516014247196,-0.09428358947780047,1.0,1.0,0.005918678843620966,0.2412105730688916,0.4318039579508633,1.0,1.0,-0.008422692880778421,-0.5260875474286637
126,10,0.017069579224094328,-0.08870374784255927,1.0,1.0,0.0017931530105397197,0.22172389713628207,0.44506208909196227,1.0,1.0,-0.007787720668296547,-0.5337658369345215
124,10,0.006087208047174604,-0.12542213722806553,1.0,1.0,0.000583122063554578,0.24656534296968724,0.42724856429996555,1.0,1.0,-0.008446405054150698,-0.5526707015280311
