Date,combined_score,adaptive_band_rank01_score,ma_crossover_rank01_score,adaptive_volatility_band_rank01_score,fear_greed_candle_volume_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_model_name,active_hold_days,prediction_scale,price
2021-01-04,1.0,1.0,-0.32485562099563703,-0.06974778999528125,0,1.0,1.0,2020-12-31,obj1_long_only_combination,130,1.0,182.33
2021-01-05,1.0,1.0,-0.23709516081404056,0.11447253032661901,0,1.0,1.0,2020-12-31,obj1_long_only_combination,130,1.0,182.87
2021-01-06,-0.2632288132786995,-0.2632288132786995,-0.17835928683753277,0.660379534887328,0,-0.2632288132786995,0.0,2020-12-31,obj1_long_only_combination,130,1.0,179.9
2021-01-07,-0.810840915598844,-0.810840915598844,-0.16158087856599232,-0.2261840932923136,0,-0.810840915598844,0.0,2020-12-31,obj1_long_only_combination,130,1.0,179.48
2021-01-08,-1.0,-1.0,-0.17229342300131062,0.5933755776774658,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,173.34
2021-01-11,-1.0,-1.0,-0.2410322497945444,-0.17938869933894092,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,173.0
2021-01-12,-1.0,-1.0,-0.4163242696356466,-0.16796488140329435,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,174.12
2021-01-13,-1.0,-1.0,-0.582803619375029,-0.18065830058187107,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,173.37
2021-01-14,-1.0,-1.0,-0.5286228657887752,-0.17759827214410506,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,173.28
2021-01-15,-1.0,-1.0,-0.47183264625027216,0.5433075536150546,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,171.13
2021-01-19,-1.0,-1.0,-0.3963870341588043,-0.5308300440846323,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,172.58
2021-01-20,-0.9983478570979339,-0.9983478570979339,-0.2541024696077595,0.083618160097375,0,-0.9983478570979339,0.0,2020-12-31,obj1_long_only_combination,130,1.0,175.39
2021-01-21,-0.5439522815376022,-0.5439522815376022,-0.1341814860679757,-0.3462263379022276,0,-0.5439522815376022,0.0,2020-12-31,obj1_long_only_combination,130,1.0,175.28
2021-01-22,-0.9921841451884837,-0.9921841451884837,-0.18426492030830316,0.2841315426817506,0,-0.9921841451884837,0.0,2020-12-31,obj1_long_only_combination,130,1.0,173.9
2021-01-25,-0.8751706882040803,-0.8751706882040803,-0.20717786257273396,0.25447534880213335,0,-0.8751706882040803,0.0,2020-12-31,obj1_long_only_combination,130,1.0,174.05
2021-01-26,-1.0,-1.0,-0.22361292006110914,-0.4530822009189311,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,173.62
2021-01-27,-1.0,-1.0,-0.21317505625228791,0.2786646859465679,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,172.52
2021-01-28,-1.0,-1.0,-0.18978142289141406,0.49454069264924067,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,172.68
2021-01-29,-1.0,-1.0,-0.087554449711709,0.30895517230169517,-1,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,172.61
2021-02-01,-0.5881739622389285,-0.5881739622389285,0.06541976922248013,-0.2907406261298014,0,-0.5881739622389285,0.0,2020-12-31,obj1_long_only_combination,130,1.0,174.23
2021-02-02,-1.0,-1.0,0.19456544380375873,-0.41117750896323446,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,172.11
2021-02-03,-1.0,-1.0,0.3556885213254819,-0.27430647356421417,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,171.85
2021-02-04,-1.0,-1.0,0.54489769291164,-0.17421098674864088,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,168.15
2021-02-05,-1.0,-1.0,0.586282907311293,0.6379068986362155,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,169.81
2021-02-08,-1.0,-1.0,0.5478962897514317,-0.3372991662645558,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,171.52
2021-02-09,-1.0,-1.0,0.47824186086968884,0.16003876062006783,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,172.08
2021-02-10,-0.4849256702079219,-0.4849256702079219,0.38581183003682235,0.0063187942333105375,0,-0.4849256702079219,0.0,2020-12-31,obj1_long_only_combination,130,1.0,172.71
2021-02-11,-1.0,-1.0,0.208047684556778,0.5906104976535984,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,171.21
2021-02-12,-1.0,-1.0,0.0874399994506344,0.23269185149339472,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,170.69
2021-02-16,-1.0,-1.0,0.056263748337594954,0.44167086961826013,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,168.24
2021-02-17,-1.0,-1.0,0.05608062791991072,-0.21713097146665408,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,166.33
2021-02-18,-1.0,-1.0,0.038455287716470894,-0.2842975414305349,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,166.32
2021-02-19,-1.0,-1.0,0.09709960148419514,-0.3482873406521046,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,167.01
2021-02-22,-1.0,-1.0,0.1190969416601169,-0.0910585751253925,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,169.51
2021-02-23,-1.0,-1.0,0.056423978703105254,-0.16205354688377943,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,169.12
2021-02-24,-1.0,-1.0,-0.05543970645795734,0.6083532220376058,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,169.0
2021-02-25,-1.0,-1.0,-0.16112307752172317,0.51503383253611,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,165.82
2021-02-26,-1.0,-1.0,-0.2827379249252472,0.6416638736468929,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,130,1.0,161.81
2021-03-01,-1.0,-1.0,-0.22001489942890365,0.060159691770210265,0,-1.0,0.0,2021-02-26,obj1_long_only_combination,130,1.0,161.53
2021-03-02,-1.0,-1.0,-0.10599288138401404,0.44106953213821065,0,-1.0,0.0,2021-02-26,obj1_long_only_combination,130,1.0,162.41
2021-03-03,-1.0,-1.0,-0.011009022431866237,0.052466718046889384,0,-1.0,0.0,2021-02-26,obj1_long_only_combination,130,1.0,160.62
2021-03-04,-1.0,-1.0,0.10909692906217691,-0.5234969802196611,0,-1.0,0.0,2021-02-26,obj1_long_only_combination,130,1.0,159.04
2021-03-05,-1.0,-1.0,0.26047788538478905,0.9668546649745235,0,-1.0,0.0,2021-02-26,obj1_long_only_combination,130,1.0,159.14
2021-03-08,-1.0,-1.0,0.27973677675692427,0.6804334030050057,0,-1.0,0.0,2021-02-26,obj1_long_only_combination,130,1.0,157.49
2021-03-09,-1.0,-1.0,0.23154816102419548,1.0,0,-1.0,0.0,2021-02-26,obj1_long_only_combination,130,1.0,160.84
2021-03-10,-1.0,-1.0,0.15698203791076648,0.9212120994132522,0,-1.0,0.0,2021-02-26,obj1_long_only_combination,130,1.0,161.66
2021-03-11,-0.42173297476357824,-0.42173297476357824,0.060839334492142134,0.968440862983851,0,-0.42173297476357824,0.0,2021-02-26,obj1_long_only_combination,130,1.0,161.52
2021-03-12,-0.4013900702733327,-0.4013900702733327,-0.10506856496422798,-0.3721540822797251,0,-0.4013900702733327,0.0,2021-02-26,obj1_long_only_combination,130,1.0,161.49
2021-03-15,0.32861987143146726,0.32861987143146726,-0.21882846342740478,0.7443161219798587,0,0.32861987143146726,0.32861987143146726,2021-02-26,obj1_long_only_combination,130,1.0,162.2
2021-03-16,0.5256317062185869,0.5256317062185869,-0.25148304500180807,0.4456887638236478,0,0.5256317062185869,0.5256317062185869,2021-02-26,obj1_long_only_combination,130,1.0,162.35
2021-03-17,1.0,1.0,-0.2519521010953318,-0.69309267613248,0,1.0,1.0,2021-02-26,obj1_long_only_combination,130,1.0,163.51
