month_start,month_end,active_anchor_date,weights,strategy_keys,prediction_scale
2023-01-01,2023-02-28,2022-12-30,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",0.3196337924732619
2023-03-01,2023-04-30,2023-02-28,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",0.9067733366484765
2023-05-01,2023-06-30,2023-04-28,"[0.0, 0.7400000000000001, 0.26, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",0.7727260743380376
2023-07-01,2023-08-31,2023-06-30,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",0.9661108168453872
2023-09-01,2023-10-31,2023-08-31,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",1.0
2023-11-01,2023-12-31,2023-10-31,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",1.0
