Date,combined_score,adaptive_band_rank01_score,ma_crossover_rank01_score,adaptive_volatility_band_rank01_score,fear_greed_candle_volume_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_model_name,active_hold_days,prediction_scale,price
2024-01-02,1.0,1.0,0.5172967332851796,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,190.72
2024-01-03,1.0,1.0,0.2580463921663047,-0.036945825744257504,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,189.13
2024-01-04,1.0,1.0,-0.01203948952564452,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,189.32
2024-01-05,1.0,1.0,-0.23236214784493353,-1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,189.35
2024-01-08,1.0,1.0,-0.43462557187576145,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.87
2024-01-09,1.0,1.0,-0.5646520587527109,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.93
2024-01-10,1.0,1.0,-0.526125692270637,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.5
2024-01-11,1.0,1.0,-0.4530861224817459,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.87
2024-01-12,-1.0,-1.0,-0.3535596757364255,0.8174825409525095,0,-1.0,0.0,2023-12-29,obj1_long_only_combination,130,1.0,189.71
2024-01-16,1.0,1.0,-0.21952002568424223,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.91
2024-01-17,1.0,1.0,-0.19142788345773076,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,185.84
2024-01-18,1.0,1.0,-0.13123043582951957,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.37
2024-01-19,1.0,1.0,-0.07063167188377358,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.93
2024-01-22,1.0,1.0,-0.1850068223774022,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.22
2024-01-23,1.0,1.0,-0.1850068223774022,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.95
