month_start,month_end,active_anchor_date,weights,strategy_keys,prediction_scale
2024-01-01,2024-06-30,2023-12-29,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",1.0
2024-07-01,2024-12-31,2024-06-28,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",0.649201684465271
