Date,combined_score,adaptive_band_rank01_score,ma_crossover_rank01_score,adaptive_volatility_band_rank01_score,fear_greed_candle_volume_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_model_name,active_hold_days,prediction_scale,price
2021-01-04,1.0,1.0,-0.3247701299354668,-0.06974778999528125,0,1.0,1.0,2020-12-31,obj1_long_only_combination,45,1.0,182.33
2021-01-05,1.0,1.0,-0.23703276535172071,0.11447253032661901,0,1.0,1.0,2020-12-31,obj1_long_only_combination,45,1.0,182.87
2021-01-06,-0.2632288132804324,-0.2632288132804324,-0.17831234867935586,0.660379534887328,0,-0.2632288132804324,0.0,2020-12-31,obj1_long_only_combination,45,1.0,179.9
2021-01-07,-0.8108409156000363,-0.8108409156000363,-0.16153835591987184,-0.2261840932923136,0,-0.8108409156000363,0.0,2020-12-31,obj1_long_only_combination,45,1.0,179.48
2021-01-08,-1.0,-1.0,-0.17224808117423188,0.5933755776774658,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,173.34
2021-01-11,-1.0,-1.0,-0.2409688182229835,-0.17938869933894092,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,173.0
2021-01-12,-1.0,-1.0,-0.4162147071072943,-0.16796488140329435,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,174.12
2021-01-13,-1.0,-1.0,-0.5826502450878958,-0.18065830058187107,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,173.37
2021-01-14,-1.0,-1.0,-0.5284837500514886,-0.17759827214410506,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,173.28
2021-01-15,-1.0,-1.0,-0.4717084757863989,0.5433075536150546,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,171.13
2021-01-19,-1.0,-1.0,-0.3962827184394576,-0.5308300440846323,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,172.58
2021-01-20,-0.9983478570986604,-0.9983478570986604,-0.25403559839447387,0.083618160097375,0,-0.9983478570986604,0.0,2020-12-31,obj1_long_only_combination,45,1.0,175.39
2021-01-21,-0.5439522815397989,-0.5439522815397989,-0.13414617401930617,-0.3462263379022276,0,-0.5439522815397989,0.0,2020-12-31,obj1_long_only_combination,45,1.0,175.28
2021-01-22,-0.9921841451924601,-0.9921841451924601,-0.18421642798626467,0.2841315426817506,0,-0.9921841451924601,0.0,2020-12-31,obj1_long_only_combination,45,1.0,173.9
2021-01-25,-0.8751706882088462,-0.8751706882088462,-0.20712334033586804,0.25447534880213335,0,-0.8751706882088462,0.0,2020-12-31,obj1_long_only_combination,45,1.0,174.05
2021-01-26,-1.0,-1.0,-0.22355407267055086,-0.4530822009189311,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,173.62
2021-01-27,-1.0,-1.0,-0.21311895575599668,0.2786646859465679,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,172.52
2021-01-28,-1.0,-1.0,-0.1897314788116599,0.49454069264924067,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,172.68
2021-01-29,-1.0,-1.0,-0.08753140832887704,0.30895517230169517,-1,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,172.61
2021-02-01,-0.5881739622480024,-0.5881739622480024,0.06540255294218374,-0.2907406261298014,0,-0.5881739622480024,0.0,2020-12-31,obj1_long_only_combination,45,1.0,174.23
2021-02-02,-1.0,-1.0,0.19451424073079884,-0.41117750896323446,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,172.11
2021-02-03,-1.0,-1.0,0.3555949160842203,-0.27430647356421417,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,171.85
2021-02-04,-1.0,-1.0,0.5447542941878977,-0.17421098674864088,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,168.15
2021-02-05,-1.0,-1.0,0.5861286173927374,0.6379068986362155,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,169.81
2021-02-08,-1.0,-1.0,0.5477521018979766,-0.3372991662645558,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,171.52
2021-02-09,-1.0,-1.0,0.47811600371635343,0.16003876062006783,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,172.08
2021-02-10,-0.4849256702121162,-0.4849256702121162,0.3857102973550883,0.0063187942333105375,0,-0.4849256702121162,0.0,2020-12-31,obj1_long_only_combination,45,1.0,172.71
2021-02-11,-1.0,-1.0,0.20799293341205652,0.5906104976535984,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,171.21
2021-02-12,-1.0,-1.0,0.08741698818725711,0.23269185149339472,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,170.69
2021-02-16,-1.0,-1.0,0.056248941613673144,0.44167086961826013,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,168.24
2021-02-17,-1.0,-1.0,0.05606586938711639,-0.21713097146665408,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,166.33
2021-02-18,-1.0,-1.0,0.03844516757969765,-0.2842975414305349,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,166.32
2021-02-19,-1.0,-1.0,0.09707404813884267,-0.3482873406521046,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,167.01
2021-02-22,-1.0,-1.0,0.11906559935557451,-0.0910585751253925,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,169.51
2021-02-23,-1.0,-1.0,0.05640912981194688,-0.16205354688377943,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,169.12
2021-02-24,-1.0,-1.0,-0.05542511659410924,0.6083532220376058,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,169.0
2021-02-25,-1.0,-1.0,-0.16108067535342144,0.51503383253611,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,165.82
2021-02-26,-1.0,-1.0,-0.2826635178244,0.6416638736468929,0,-1.0,0.0,2020-12-31,obj1_long_only_combination,45,1.0,161.81
