month_start,month_end,active_anchor_date,weights,strategy_keys,prediction_scale
2020-01-01,2020-03-31,2019-12-31,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",1.0
2020-04-01,2020-06-30,2020-03-31,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",0.27656250288428186
2020-07-01,2020-09-30,2020-06-30,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",1.0
2020-10-01,2020-12-31,2020-09-30,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",0.4971039289439904
