month_start,month_end,active_anchor_date,weights,strategy_keys,prediction_scale
2023-01-01,2023-06-30,2022-12-30,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",0.33696732882799896
2023-07-01,2023-12-31,2023-06-30,"[1.0, 0.0, 0.0, 0.0]","['adaptive_band', 'ma_crossover', 'adaptive_volatility_band', 'fear_greed_candle_volume']",0.9817499969892886
