Date,combined_score,adaptive_band_rank01_score,ma_crossover_rank01_score,adaptive_volatility_band_rank01_score,fear_greed_candle_volume_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_model_name,active_hold_days,prediction_scale,price
2024-01-02,1.0,1.0,0.5206818549038664,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,190.72
2024-01-03,1.0,1.0,0.25973501373404373,-0.036945825744257504,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,189.13
2024-01-04,1.0,1.0,-0.01211827435773188,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,189.32
2024-01-05,1.0,1.0,-0.23388269510421958,-1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,189.35
2024-01-08,1.0,1.0,-0.4374697043141152,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.87
2024-01-09,1.0,1.0,-0.568347067377608,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.93
2024-01-10,1.0,1.0,-0.5295685894328545,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.5
2024-01-11,1.0,1.0,-0.4560510583293002,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.87
2024-01-12,-1.0,-1.0,-0.3558733236387243,0.8174825409525095,0,-1.0,0.0,2023-12-29,obj1_long_only_combination,130,1.0,189.71
2024-01-16,1.0,1.0,-0.22095653578930174,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.91
2024-01-17,1.0,1.0,-0.1926805622879197,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,185.84
2024-01-18,1.0,1.0,-0.13208919049927176,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.37
2024-01-19,1.0,1.0,-0.07109387623201938,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.93
2024-01-22,1.0,1.0,-0.186217482630478,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.22
2024-01-23,1.0,1.0,-0.186217482630478,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.95
2024-01-24,1.0,1.0,-0.07917272580384446,-1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,186.4
2024-01-25,1.0,1.0,-0.08321215058976275,1.0,0,1.0,1.0,2023-12-29,obj1_long_only_combination,130,1.0,187.14
