Date,combined_score,adaptive_band_rank01_score,ma_crossover_rank01_score,adaptive_volatility_band_rank01_score,fear_greed_candle_volume_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_model_name,active_hold_days,prediction_scale,price
2023-01-03,0.19693413418032846,0.19693413418032846,0.9200417173648595,1.0,0,0.19693413418032846,0.5834977355558901,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,171.06
2023-01-04,0.11012176996691661,0.11012176996691661,0.9931992004171822,-0.2694368413140702,0,0.11012176996691661,0.3262806809928886,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,172.67
2023-01-05,-0.8884428745722226,-0.8884428745722226,1.0,-0.2594531064436342,0,-0.8884428745722226,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,170.52
2023-01-06,0.05354352001691379,0.05354352001691379,1.0,1.0,0,0.05354352001691379,0.15864452759089773,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,173.71
2023-01-09,-0.12931099720747222,-0.12931099720747222,1.0,-0.44379361973597237,0,-0.12931099720747222,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,174.1
2023-01-10,-0.20083743426407383,-0.20083743426407383,1.0,-0.9068183595249308,0,-0.20083743426407383,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,174.74
2023-01-11,-0.43973715249662865,-0.43973715249662865,1.0,-0.5801410235275981,0,-0.43973715249662865,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,174.62
2023-01-12,0.2880434544052383,0.2880434544052383,1.0,1.0,0,0.2880434544052383,0.8534462757647295,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,176.64
2023-01-13,0.20793064300334102,0.20793064300334102,1.0,1.0,0,0.20793064300334102,0.6160793802969323,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,178.76
2023-01-17,-0.4399201981530497,-0.4399201981530497,1.0,-0.4532186097976092,0,-0.4399201981530497,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,177.59
2023-01-18,-0.8096680038678729,-0.8096680038678729,1.0,1.0,0,-0.8096680038678729,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,177.08
2023-01-19,0.1266003005309243,0.1266003005309243,1.0,1.0,0,0.1266003005309243,0.37510505219398566,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,179.89
2023-01-20,-0.41591173343314586,-0.41591173343314586,1.0,-0.8052186255139882,0,-0.41591173343314586,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,179.29
2023-01-23,-0.3624461567857218,-0.3624461567857218,1.0,0.9325552075708984,0,-0.3624461567857218,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,179.63
2023-01-24,-0.2937049121605434,-0.2937049121605434,1.0,0.9993833319257268,0,-0.2937049121605434,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,180.28
2023-01-25,0.1943226917262008,0.1943226917262008,1.0,0.8302512293349377,0,0.1943226917262008,0.5757602716324307,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,181.11
2023-01-26,-1.0,-1.0,1.0,0.6196925447667044,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,179.47
2023-01-27,-1.0,-1.0,1.0,-0.10793994408957865,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,179.22
2023-01-30,-1.0,-1.0,0.9999999999999972,-1.0,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,178.76
2023-01-31,-1.0,-1.0,0.9658004519381221,-0.5752159532691322,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,179.41
2023-02-01,0.3366439745376841,0.3366439745376841,0.9315139926994817,1.0,0,0.3366439745376841,0.9974451491045511,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,181.67
2023-02-02,-1.0,-1.0,0.9306231531375029,1.0,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,177.9
2023-02-03,-1.0,-1.0,0.9090909090909187,1.0,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,173.46
2023-02-06,-1.0,-1.0,0.8937293585955225,-0.6216830948030232,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,173.82
2023-02-07,-1.0,-1.0,0.8471666956370688,0.4233663533074222,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,173.98
2023-02-08,-0.9921433415857128,-0.9921433415857128,0.8380627498696372,-0.6227913028138687,0,-0.9921433415857128,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,174.41
2023-02-09,-1.0,-1.0,0.8579436815574566,1.0,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,173.03
2023-02-10,-1.0,-1.0,0.8769772292717022,-0.920555423214394,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,173.36
2023-02-13,-1.0,-1.0,0.8849296019468255,-1.0,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,172.48
2023-02-14,-1.0,-1.0,0.88947071093344,0.9640945429673732,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,172.61
2023-02-15,-1.0,-1.0,0.8773248739787971,-1.0,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,170.89
2023-02-16,-1.0,-1.0,0.8695028680688441,0.22434594922231324,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,170.75
2023-02-17,-1.0,-1.0,0.8322614288197466,0.7817166006792936,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,171.26
2023-02-21,-1.0,-1.0,0.7984312532591689,-0.5393200726643472,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,170.62
2023-02-22,-1.0,-1.0,0.7929993047105868,-0.14968564764147196,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,169.66
2023-02-23,-1.0,-1.0,0.77576916391449,-0.7084051264866151,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,169.57
2023-02-24,-1.0,-1.0,0.7515644011819919,-1.0,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,168.35
2023-02-27,-1.0,-1.0,0.710020858682429,-1.0,0,-1.0,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,169.01
2023-02-28,-0.2807550383919967,-0.2807550383919967,0.6861420128628567,0.5486442666588964,0,-0.2807550383919967,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,169.78
2023-03-01,0.10895306048584628,0.10895306048584628,0.7018729358595613,-0.4822924344273579,0,0.10895306048584628,0.3228179022391415,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,170.76
2023-03-02,-0.23973535211317795,-0.23973535211317795,0.7092603858856318,-1.0,0,-0.23973535211317795,0.0,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,170.66
2023-03-03,0.17131659413629577,0.17131659413629577,0.6896619155223334,0.4310186236577209,0,0.17131659413629577,0.5075953194083773,2022-12-30,obj1_long_only_combination,45,0.33750625268958767,172.49
