Date,adaptive_band_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2020-02-03,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,148.36
2020-02-04,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,146.43
2020-02-05,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,146.61
2020-02-06,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,147.4
2020-02-07,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,147.79
2020-02-10,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,148.17
2020-02-11,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,147.66
2020-02-12,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,147.54
2020-02-13,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,148.38
2020-02-14,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,149.0
2020-02-18,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,150.91
2020-02-19,-0.8159952195600152,-0.8159952195600152,0.0,2020-01-31,adaptive_band,45,1.0,151.79
2020-02-20,-0.7057854338269701,-0.7057854338269701,0.0,2020-01-31,adaptive_band,45,1.0,152.41
2020-02-21,0.11389171391029908,0.11389171391029908,0.11389171391029908,2020-01-31,adaptive_band,45,1.0,154.7
2020-02-24,0.42309184769518554,0.42309184769518554,0.42309184769518554,2020-01-31,adaptive_band,45,1.0,156.09
2020-02-25,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,153.3
2020-02-26,-0.885068749774492,-0.885068749774492,0.0,2020-01-31,adaptive_band,45,1.0,153.97
2020-02-27,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,154.0
2020-02-28,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,148.38
2020-03-02,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,149.2
2020-03-03,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,153.89
2020-03-04,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,1.0,154.16
2020-03-05,-0.0400186753365613,-0.0400186753365613,0.0,2020-01-31,adaptive_band,45,1.0,157.49
2020-03-06,-0.22915027723785233,-0.22915027723785233,0.0,2020-01-31,adaptive_band,45,1.0,157.55
