Date,adaptive_volatility_band_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2021-01-04,-0.06974778999528125,-0.06974778999528125,0.0,2020-12-31,adaptive_volatility_band,130,0.63022775414289,182.33
2021-01-05,0.11447253032661901,0.11447253032661901,0.1816367647634016,2020-12-31,adaptive_volatility_band,130,0.63022775414289,182.87
2021-01-06,0.660379534887328,0.660379534887328,1.0,2020-12-31,adaptive_volatility_band,130,0.63022775414289,179.9
2021-01-07,-0.2261840932923136,-0.2261840932923136,0.0,2020-12-31,adaptive_volatility_band,130,0.63022775414289,179.48
2021-01-08,0.5933755776774658,0.5933755776774658,0.9415256211374836,2020-12-31,adaptive_volatility_band,130,0.63022775414289,173.34
2021-01-11,-0.17938869933894092,-0.17938869933894092,0.0,2020-12-31,adaptive_volatility_band,130,0.63022775414289,173.0
2021-01-12,-0.16796488140329435,-0.16796488140329435,0.0,2020-12-31,adaptive_volatility_band,130,0.63022775414289,174.12
2021-01-13,-0.18065830058187107,-0.18065830058187107,0.0,2020-12-31,adaptive_volatility_band,130,0.63022775414289,173.37
2021-01-14,-0.17759827214410506,-0.17759827214410506,0.0,2020-12-31,adaptive_volatility_band,130,0.63022775414289,173.28
2021-01-15,0.5433075536150546,0.5433075536150546,0.8620812873497662,2020-12-31,adaptive_volatility_band,130,0.63022775414289,171.13
2021-01-19,-0.5308300440846323,-0.5308300440846323,0.0,2020-12-31,adaptive_volatility_band,130,0.63022775414289,172.58
2021-01-20,0.083618160097375,0.083618160097375,0.13267927276718514,2020-12-31,adaptive_volatility_band,130,0.63022775414289,175.39
2021-01-21,-0.3462263379022276,-0.3462263379022276,0.0,2020-12-31,adaptive_volatility_band,130,0.63022775414289,175.28
2021-01-22,0.2841315426817506,0.2841315426817506,0.45083946369224825,2020-12-31,adaptive_volatility_band,130,0.63022775414289,173.9
2021-01-25,0.25447534880213335,0.25447534880213335,0.40378315161353046,2020-12-31,adaptive_volatility_band,130,0.63022775414289,174.05
2021-01-26,-0.4530822009189311,-0.4530822009189311,0.0,2020-12-31,adaptive_volatility_band,130,0.63022775414289,173.62
2021-01-27,0.2786646859465679,0.2786646859465679,0.4421650492456524,2020-12-31,adaptive_volatility_band,130,0.63022775414289,172.52
2021-01-28,0.49454069264924067,0.49454069264924067,0.784701545430693,2020-12-31,adaptive_volatility_band,130,0.63022775414289,172.68
2021-01-29,0.30895517230169517,0.30895517230169517,0.49022781093142165,2020-12-31,adaptive_volatility_band,130,0.63022775414289,172.61
2021-02-01,1.0,1.0,1.0,2021-01-29,adaptive_volatility_band,130,1.0,174.23
2021-02-02,1.0,1.0,1.0,2021-01-29,adaptive_volatility_band,130,1.0,172.11
2021-02-03,1.0,1.0,1.0,2021-01-29,adaptive_volatility_band,130,1.0,171.85
2021-02-04,1.0,1.0,1.0,2021-01-29,adaptive_volatility_band,130,1.0,168.15
2021-02-05,-1.0,-1.0,0.0,2021-01-29,adaptive_volatility_band,130,1.0,169.81
2021-02-08,1.0,1.0,1.0,2021-01-29,adaptive_volatility_band,130,1.0,171.52
2021-02-09,0.31988371813979743,0.31988371813979743,0.31988371813979743,2021-01-29,adaptive_volatility_band,130,1.0,172.08
