month_start,month_end,active_anchor_date,chosen_strategy_key,strategy_params,source_total_return,prediction_scale
2022-01-01,2022-01-31,2021-12-31,ma_crossover,"{'short_ma': 60.0, 'long_ma': 65.0}",0.0526633287084514,0.369602219197327
2022-02-01,2022-02-28,2022-01-31,ma_crossover,"{'short_ma': 60.0, 'long_ma': 65.0}",0.0526633287084514,0.3283719197869163
2022-03-01,2022-03-31,2022-02-28,ma_crossover,"{'short_ma': 20.0, 'long_ma': 25.0}",0.0520184548570366,1.0
2022-04-01,2022-04-30,2022-03-31,ma_crossover,"{'short_ma': 20.0, 'long_ma': 25.0}",0.0575360341657273,0.19811224618088083
2022-05-01,2022-05-31,2022-04-29,ma_crossover,"{'short_ma': 25.0, 'long_ma': 35.0}",0.0921787709497208,1.0
2022-06-01,2022-06-30,2022-05-31,ma_crossover,"{'short_ma': 5.0, 'long_ma': 45.0}",0.0407971312680031,0.454176333638968
2022-07-01,2022-07-31,2022-06-30,ma_crossover,"{'short_ma': 30.0, 'long_ma': 35.0}",0.0124978402349824,0.21077117611385537
2022-08-01,2022-08-31,2022-07-29,ma_crossover,"{'short_ma': 5.0, 'long_ma': 50.0}",0.0,0.0765861569005881
2022-09-01,2022-09-30,2022-08-31,ma_crossover,"{'short_ma': 20.0, 'long_ma': 35.0}",0.0,0.21999006892012118
2022-10-01,2022-10-31,2022-09-30,ma_crossover,"{'short_ma': 10.0, 'long_ma': 55.0}",0.0,0.6645121575869471
2022-11-01,2022-11-30,2022-10-31,ma_crossover,"{'short_ma': 45.0, 'long_ma': 60.0}",0.0454665434868681,0.1392094969246555
2022-12-01,2022-12-31,2022-11-30,ma_crossover,"{'short_ma': 45.0, 'long_ma': 60.0}",0.0454665434868681,0.7984246880913227
