Date,ma_crossover_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2020-01-02,0.13532665295410362,0.13532665295410362,0.1819403386186608,2019-12-31,ma_crossover,45,0.743796862100727,143.95
2020-01-03,0.13376749801607601,0.13376749801607601,0.1798441279226059,2019-12-31,ma_crossover,45,0.743796862100727,145.86
2020-01-06,0.14955893905503198,0.14955893905503198,0.20107497984413156,2019-12-31,ma_crossover,45,0.743796862100727,147.39
2020-01-07,0.20285005527004613,0.20285005527004613,0.2727223864552626,2019-12-31,ma_crossover,45,0.743796862100727,147.97
2020-01-08,0.25058418337262367,0.25058418337262367,0.33689868314971305,2019-12-31,ma_crossover,45,0.743796862100727,146.86
2020-01-09,0.3233047688152931,0.3233047688152931,0.4346680999731218,2019-12-31,ma_crossover,45,0.743796862100727,146.03
2020-01-10,0.38275254811890275,0.38275254811890275,0.5145928513840239,2019-12-31,ma_crossover,45,0.743796862100727,146.91
2020-01-13,0.459950706716975,0.459950706716975,0.6183821553346204,2019-12-31,ma_crossover,45,0.743796862100727,145.82
2020-01-14,0.49461192033919665,0.49461192033919665,0.6649825315775733,2019-12-31,ma_crossover,45,0.743796862100727,145.69
2020-01-15,0.528393610662993,0.528393610662993,0.7104004299919141,2019-12-31,ma_crossover,45,0.743796862100727,146.54
2020-01-16,0.5084844014544153,0.5084844014544153,0.6836334318731704,2019-12-31,ma_crossover,45,0.743796862100727,146.31
2020-01-17,0.510803144695584,0.510803144695584,0.6867508734211487,2019-12-31,ma_crossover,45,0.743796862100727,146.58
2020-01-21,0.4940122453630138,0.4940122453630138,0.6641762966944506,2019-12-31,ma_crossover,45,0.743796862100727,146.74
2020-01-22,0.5364292553436041,0.5364292553436041,0.7212039774254376,2019-12-31,ma_crossover,45,0.743796862100727,146.79
2020-01-23,0.5796058536273115,0.5796058536273115,0.7792528890083159,2019-12-31,ma_crossover,45,0.743796862100727,147.12
2020-01-24,0.6469693426162958,0.6469693426162958,0.869819940876117,2019-12-31,ma_crossover,45,0.743796862100727,147.98
2020-01-27,0.6872275226826756,0.6872275226826756,0.9239451760279265,2019-12-31,ma_crossover,45,0.743796862100727,148.99
2020-01-28,0.7378001123391137,0.7378001123391137,0.9919376511690617,2019-12-31,ma_crossover,45,0.743796862100727,147.66
2020-01-29,0.7411183138738726,0.7411183138738726,0.9963988175221803,2019-12-31,ma_crossover,45,0.743796862100727,148.46
2020-01-30,0.743796862100727,0.743796862100727,1.0,2019-12-31,ma_crossover,45,0.743796862100727,148.47
2020-01-31,0.7601080214523749,0.7601080214523749,1.0,2019-12-31,ma_crossover,45,0.743796862100727,149.33
2020-02-03,0.32942122774303756,0.32942122774303756,0.3912458204872062,2020-01-31,ma_crossover,45,0.8419801835399023,148.36
2020-02-04,0.2901173631677223,0.2901173631677223,0.34456554778759035,2020-01-31,ma_crossover,45,0.8419801835399023,146.43
2020-02-05,0.24660889912617784,0.24660889912617784,0.29289157149681394,2020-01-31,ma_crossover,45,0.8419801835399023,146.61
2020-02-06,0.23052173595115275,0.23052173595115275,0.27378522732207283,2020-01-31,ma_crossover,45,0.8419801835399023,147.4
2020-02-07,0.16599027457861845,0.16599027457861845,0.1971427330756793,2020-01-31,ma_crossover,45,0.8419801835399023,147.79
2020-02-10,0.06288618332052007,0.06288618332052007,0.07468843631940397,2020-01-31,ma_crossover,45,0.8419801835399023,148.17
2020-02-11,0.02924938759095189,0.02924938759095189,0.03473880759043509,2020-01-31,ma_crossover,45,0.8419801835399023,147.66
2020-02-12,-0.04862710686994309,-0.04862710686994309,0.0,2020-01-31,ma_crossover,45,0.8419801835399023,147.54
2020-02-13,-0.09963072648166721,-0.09963072648166721,0.0,2020-01-31,ma_crossover,45,0.8419801835399023,148.38
2020-02-14,-0.1550217542320232,-0.1550217542320232,0.0,2020-01-31,ma_crossover,45,0.8419801835399023,149.0
2020-02-18,-0.08537165003109023,-0.08537165003109023,0.0,2020-01-31,ma_crossover,45,0.8419801835399023,150.91
2020-02-19,0.057584731819687505,0.057584731819687505,0.06839202744367023,2020-01-31,ma_crossover,45,0.8419801835399023,151.79
2020-02-20,0.23125297064091951,0.23125297064091951,0.27465369751182533,2020-01-31,ma_crossover,45,0.8419801835399023,152.41
2020-02-21,0.4038243574275014,0.4038243574275014,0.47961266229535165,2020-01-31,ma_crossover,45,0.8419801835399023,154.7
2020-02-24,0.6118606266681151,0.6118606266681151,0.7266924312822838,2020-01-31,ma_crossover,45,0.8419801835399023,156.09
2020-02-25,0.7125882051844636,0.7125882051844636,0.846324199921854,2020-01-31,ma_crossover,45,0.8419801835399023,153.3
2020-02-26,0.7829695440751789,0.7829695440751789,0.9299144556863234,2020-01-31,ma_crossover,45,0.8419801835399023,153.97
2020-02-27,0.8670615333991539,0.8670615333991539,1.0,2020-01-31,ma_crossover,45,0.8419801835399023,154.0
2020-02-28,0.8312310336002231,0.8312310336002231,0.9872334882105098,2020-01-31,ma_crossover,45,0.8419801835399023,148.38
2020-03-02,0.7837416642505044,0.7837416642505044,1.0,2020-02-28,ma_crossover,45,0.7656204697013639,149.2
2020-03-03,0.738438677877653,0.738438677877653,0.9644970414201265,2020-02-28,ma_crossover,45,0.7656204697013639,153.89
