Date,fear_greed_candle_volume_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2022-03-03,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,180.8
2022-03-04,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,183.68
2022-03-07,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,186.41
2022-03-08,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,191.51
2022-03-09,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,185.82
2022-03-10,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,186.4
2022-03-11,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,185.09
2022-03-14,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,182.3
2022-03-15,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,178.89
2022-03-16,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,180.01
2022-03-17,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,180.89
2022-03-18,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,179.3
2022-03-21,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,180.67
2022-03-22,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,179.36
2022-03-23,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,181.81
2022-03-24,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,183.13
2022-03-25,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,182.38
2022-03-28,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,179.06
2022-03-29,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,179.14
2022-03-30,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,180.58
2022-03-31,0,0,0.0,2022-02-28,fear_greed_candle_volume,130,1.0,180.65
2022-04-01,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,179.5
2022-04-04,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,180.37
2022-04-05,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,179.24
2022-04-06,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,179.66
2022-04-07,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,180.34
2022-04-08,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,181.47
2022-04-11,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,182.37
2022-04-12,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,183.77
2022-04-13,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,184.65
2022-04-14,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,184.04
2022-04-18,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,184.61
2022-04-19,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,181.82
2022-04-20,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,182.71
2022-04-21,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,182.06
2022-04-22,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,180.29
2022-04-25,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,177.05
2022-04-26,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,177.32
2022-04-27,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,175.98
2022-04-28,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,176.93
2022-04-29,0,0,0.0,2022-03-31,fear_greed_candle_volume,130,1.0,176.91
2022-05-02,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,173.63
2022-05-03,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,174.09
2022-05-04,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,175.8
2022-05-05,-1,-1,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,175.13
2022-05-06,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,175.42
2022-05-09,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,172.88
2022-05-10,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,171.42
2022-05-11,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,172.82
2022-05-12,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,170.17
2022-05-13,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,168.79
2022-05-16,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,170.4
2022-05-17,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,169.33
2022-05-18,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,169.42
2022-05-19,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,171.91
2022-05-20,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,172.03
2022-05-23,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,172.83
2022-05-24,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,174.13
2022-05-25,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,173.08
2022-05-26,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,172.76
2022-05-27,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,172.85
2022-05-31,0,0,0.0,2022-04-29,fear_greed_candle_volume,130,1.0,171.14
2022-06-01,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,172.23
2022-06-02,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,174.35
2022-06-03,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,172.58
2022-06-06,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,171.82
2022-06-07,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,172.94
2022-06-08,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,172.78
2022-06-09,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,172.23
2022-06-10,1,1,1.0,2022-05-31,fear_greed_candle_volume,130,1.0,174.54
2022-06-13,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,169.93
2022-06-14,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,168.57
2022-06-15,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,170.77
2022-06-16,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,172.69
2022-06-17,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,171.27
2022-06-21,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,170.63
2022-06-22,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,171.31
2022-06-23,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,170.26
2022-06-24,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,170.09
2022-06-27,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,169.9
2022-06-28,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,169.62
2022-06-29,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,169.49
2022-06-30,0,0,0.0,2022-05-31,fear_greed_candle_volume,130,1.0,168.46
2022-07-01,1,1,1.0,2022-06-30,fear_greed_candle_volume,130,1.0,168.32
2022-07-05,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,164.75
2022-07-06,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,162.14
2022-07-07,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,162.23
2022-07-08,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,162.3
2022-07-11,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,161.43
2022-07-12,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,160.83
2022-07-13,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,161.6
2022-07-14,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,159.33
2022-07-15,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,159.01
2022-07-18,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,159.16
2022-07-19,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,159.54
2022-07-20,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,158.04
2022-07-21,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,160.27
2022-07-22,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,160.67
2022-07-25,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,160.23
2022-07-26,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,160.04
2022-07-27,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,161.67
2022-07-28,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,163.64
2022-07-29,0,0,0.0,2022-06-30,fear_greed_candle_volume,130,1.0,164.1
2022-08-01,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,165.03
2022-08-02,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,164.05
2022-08-03,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,164.45
2022-08-04,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,167.17
2022-08-05,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,165.29
2022-08-08,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,166.69
2022-08-09,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,167.2
2022-08-10,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,166.78
2022-08-11,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,166.34
2022-08-12,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,167.87
2022-08-15,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,165.71
2022-08-16,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,165.42
2022-08-17,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,164.35
2022-08-18,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,163.92
2022-08-19,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,162.72
2022-08-22,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,161.64
2022-08-23,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,162.77
2022-08-24,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,163.25
2022-08-25,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,163.75
2022-08-26,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,161.76
2022-08-29,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,161.86
2022-08-30,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,160.51
2022-08-31,0,0,0.0,2022-07-29,fear_greed_candle_volume,130,1.0,159.27
2022-09-01,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,157.87
2022-09-02,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,159.26
2022-09-06,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,158.33
2022-09-07,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,159.94
2022-09-08,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,158.98
2022-09-09,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,159.82
2022-09-12,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,160.63
2022-09-13,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,158.54
2022-09-14,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,157.93
2022-09-15,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,154.98
2022-09-16,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,155.84
2022-09-19,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,155.96
2022-09-20,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,155.07
2022-09-21,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,155.79
2022-09-22,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,155.7
2022-09-23,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,153.01
2022-09-26,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,151.23
2022-09-27,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,151.54
2022-09-28,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,154.69
2022-09-29,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,154.66
2022-09-30,0,0,0.0,2022-08-31,fear_greed_candle_volume,130,1.0,154.67
2022-10-03,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,158.43
2022-10-04,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,160.7
2022-10-05,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,159.81
2022-10-06,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,159.63
2022-10-07,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,157.88
2022-10-10,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,155.48
2022-10-11,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,155.16
2022-10-12,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,155.99
2022-10-13,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,154.91
2022-10-14,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,152.98
2022-10-17,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,153.42
2022-10-18,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,153.75
2022-10-19,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,151.69
2022-10-20,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,151.45
2022-10-21,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,154.15
2022-10-24,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,153.65
2022-10-25,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,154.0
2022-10-26,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,154.98
2022-10-27,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,154.74
2022-10-28,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,153.16
2022-10-31,0,0,0.0,2022-09-30,fear_greed_candle_volume,130,1.0,151.91
2022-11-01,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,153.46
2022-11-02,-1,-1,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,152.39
2022-11-03,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,151.81
2022-11-04,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,156.47
2022-11-07,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,155.85
2022-11-08,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,159.45
2022-11-09,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,158.65
2022-11-10,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,163.48
2022-11-11,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,164.56
2022-11-14,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,164.92
2022-11-15,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,165.5
2022-11-16,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,165.12
2022-11-17,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,163.92
2022-11-18,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,162.79
2022-11-21,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,161.88
2022-11-22,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,162.07
2022-11-23,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,163.08
2022-11-25,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,163.22
2022-11-28,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,161.93
2022-11-29,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,162.73
2022-11-30,0,0,0.0,2022-10-31,fear_greed_candle_volume,130,1.0,164.81
2022-12-01,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,167.84
2022-12-02,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,167.26
2022-12-05,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,164.39
2022-12-06,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,164.84
2022-12-07,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,166.33
2022-12-08,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,166.47
2022-12-09,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,167.06
2022-12-12,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,165.68
2022-12-13,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,168.51
2022-12-14,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,168.1
2022-12-15,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,165.35
2022-12-16,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,166.79
2022-12-19,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,166.32
2022-12-20,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,169.08
2022-12-21,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,168.8
2022-12-22,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,166.76
2022-12-23,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,167.26
2022-12-27,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,168.67
2022-12-28,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,167.91
2022-12-29,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,168.85
2022-12-30,0,0,0.0,2022-11-30,fear_greed_candle_volume,130,1.0,169.64
