Date,ma_crossover_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2022-01-03,0.3193223567087402,0.3193223567087402,0.8639622278302856,2021-12-31,ma_crossover,45,0.369602219197327,168.33
2022-01-04,0.33442765990546824,0.33442765990546824,0.9048313092701443,2021-12-31,ma_crossover,45,0.369602219197327,169.57
2022-01-05,0.369485723846587,0.369485723846587,0.9996848088439702,2021-12-31,ma_crossover,45,0.369602219197327,169.06
2022-01-06,0.37181563086138664,0.37181563086138664,1.0,2021-12-31,ma_crossover,45,0.369602219197327,166.99
2022-01-07,0.3240290816178553,0.3240290816178553,0.8766967966847066,2021-12-31,ma_crossover,45,0.369602219197327,167.75
2022-01-10,0.2523805316722414,0.2523805316722414,0.6828436588404192,2021-12-31,ma_crossover,45,0.369602219197327,168.26
2022-01-11,0.23949567677150038,0.23949567677150038,0.647982247757111,2021-12-31,ma_crossover,45,0.369602219197327,170.29
2022-01-12,0.22983203559597928,0.22983203559597928,0.6218361894447236,2021-12-31,ma_crossover,45,0.369602219197327,170.74
2022-01-13,0.2223732057566297,0.2223732057566297,0.601655493951206,2021-12-31,ma_crossover,45,0.369602219197327,170.16
2022-01-14,0.2396520463698635,0.2396520463698635,0.6484053231344794,2021-12-31,ma_crossover,45,0.369602219197327,169.67
2022-01-18,0.2672356435117132,0.2672356435117132,0.7230358196768258,2021-12-31,ma_crossover,45,0.369602219197327,169.39
2022-01-19,0.22819015481372096,0.22819015481372096,0.6173938979838551,2021-12-31,ma_crossover,45,0.369602219197327,172.08
2022-01-20,0.1571983571810173,0.1571983571810173,0.42531767672393395,2021-12-31,ma_crossover,45,0.369602219197327,171.65
2022-01-21,0.12068605597559971,0.12068605597559971,0.3265295761418754,2021-12-31,ma_crossover,45,0.369602219197327,171.09
2022-01-24,0.10390759807694766,0.10390759807694766,0.2811335881656934,2021-12-31,ma_crossover,45,0.369602219197327,172.03
2022-01-25,0.08598764211058443,0.08598764211058443,0.23264914993564062,2021-12-31,ma_crossover,45,0.369602219197327,172.58
2022-01-26,0.1119137215104296,0.1119137215104296,0.30279504747962555,2021-12-31,ma_crossover,45,0.369602219197327,169.79
2022-01-27,0.13849655322308102,0.13849655322308102,0.37471786160769527,2021-12-31,ma_crossover,45,0.369602219197327,167.6
2022-01-28,0.14816019439867142,0.14816019439867142,0.40086391992027015,2021-12-31,ma_crossover,45,0.369602219197327,167.1
2022-01-31,0.19588419580287136,0.19588419580287136,0.5299865250492197,2021-12-31,ma_crossover,45,0.369602219197327,168.09
2022-02-01,0.20502411588140432,0.20502411588140432,0.6243655548088474,2022-01-31,ma_crossover,45,0.3283719197869163,168.23
2022-02-02,0.1435528749698927,0.1435528749698927,0.43716550143217336,2022-01-31,ma_crossover,45,0.3283719197869163,168.84
2022-02-03,0.08563407084217309,0.08563407084217309,0.26078378107891154,2022-01-31,ma_crossover,45,0.3283719197869163,168.6
2022-02-04,0.004272313841360775,0.004272313841360775,0.01301059434111516,2022-01-31,ma_crossover,45,0.3283719197869163,168.86
2022-02-07,-0.13907711761227004,-0.13907711761227004,0.0,2022-01-31,ma_crossover,45,0.3283719197869163,170.11
2022-02-08,-0.2660415212566875,-0.2660415212566875,0.0,2022-01-31,ma_crossover,45,0.3283719197869163,170.63
2022-02-09,-0.35768500057903013,-0.35768500057903013,0.0,2022-01-31,ma_crossover,45,0.3283719197869163,171.21
2022-02-10,-0.43339728762842256,-0.43339728762842256,0.0,2022-01-31,ma_crossover,45,0.3283719197869163,170.56
2022-02-11,-0.4626149064629185,-0.4626149064629185,0.0,2022-01-31,ma_crossover,45,0.3283719197869163,173.81
2022-02-14,-0.48759151045855803,-0.48759151045855803,0.0,2022-01-31,ma_crossover,45,0.3283719197869163,174.74
2022-02-15,-0.4855570752959739,-0.4855570752959739,0.0,2022-01-31,ma_crossover,45,0.3283719197869163,173.08
2022-02-16,-0.4474818387537809,-0.4474818387537809,0.0,2022-01-31,ma_crossover,45,0.3283719197869163,174.86
2022-02-17,-0.3320041690271261,-0.3320041690271261,0.0,2022-01-31,ma_crossover,45,0.3283719197869163,177.25
2022-02-18,-0.2106892353340591,-0.2106892353340591,0.0,2022-01-31,ma_crossover,45,0.3283719197869163,177.12
