month_start,month_end,active_anchor_date,chosen_strategy_key,strategy_params,source_total_return,prediction_scale
2021-01-01,2021-01-31,2020-12-31,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': -3.0, 'lower_k': -3.0}",0.0640704595724546,0.63022775414289
2021-02-01,2021-02-28,2021-01-29,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': 1.8000000000000045, 'lower_k': 0.2000000000000028}",0.0443942605284775,1.0
2021-03-01,2021-03-31,2021-02-26,adaptive_volatility_band,"{'vol_window': 10.0, 'upper_k': 1.8000000000000045, 'lower_k': 1.1000000000000032}",0.0286650529425973,1.0
2021-04-01,2021-04-30,2021-03-31,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': -0.4999999999999978, 'lower_k': 1.0000000000000036}",0.0369338556625291,1.0
2021-05-01,2021-05-31,2021-04-30,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': 1.5000000000000036, 'lower_k': 1.0000000000000036}",0.0756117377928826,1.0
2021-06-01,2021-06-30,2021-05-28,adaptive_volatility_band,"{'vol_window': 22.0, 'upper_k': -0.4999999999999978, 'lower_k': -0.8999999999999981}",0.1140046830502041,1.0
2021-07-01,2021-07-31,2021-06-30,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': 0.2000000000000028, 'lower_k': -0.0999999999999974}",0.0772478791293762,1.0
2021-08-01,2021-08-31,2021-07-30,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': 1.8000000000000045, 'lower_k': -0.1999999999999975}",0.0450990079493287,1.0
2021-09-01,2021-09-30,2021-08-31,adaptive_volatility_band,"{'vol_window': 22.0, 'upper_k': 1.1000000000000032, 'lower_k': 2.664535259100376e-15}",0.0622287984458072,1.0
2021-10-01,2021-10-31,2021-09-30,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': 1.3000000000000045, 'lower_k': 1.0000000000000036}",0.0363756172991183,1.0
2021-11-01,2021-11-30,2021-10-29,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': 0.2000000000000028, 'lower_k': 0.3000000000000029}",0.0601623035311675,1.0
2021-12-01,2021-12-31,2021-11-30,adaptive_volatility_band,"{'vol_window': 22.0, 'upper_k': -3.0, 'lower_k': -3.0}",0.0411870883791629,0.47722563191653444
