Date,adaptive_band_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2022-01-03,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,168.33
2022-01-04,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,169.57
2022-01-05,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,169.06
2022-01-06,0.3424079089910577,0.3424079089910577,0.3424079089910577,2021-12-31,adaptive_band,45,1.0,166.99
2022-01-07,-0.5556484930414571,-0.5556484930414571,0.0,2021-12-31,adaptive_band,45,1.0,167.75
2022-01-10,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,168.26
2022-01-11,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,170.29
2022-01-12,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,170.74
2022-01-13,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,170.16
2022-01-14,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,169.67
2022-01-18,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,169.39
2022-01-19,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,172.08
2022-01-20,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,171.65
2022-01-21,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,171.09
2022-01-24,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,172.03
2022-01-25,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,172.58
2022-01-26,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,169.79
2022-01-27,0.8311528454584609,0.8311528454584609,0.8311528454584609,2021-12-31,adaptive_band,45,1.0,167.6
2022-01-28,1.0,1.0,1.0,2021-12-31,adaptive_band,45,1.0,167.1
2022-01-31,0.16225104515075253,0.16225104515075253,0.16225104515075253,2021-12-31,adaptive_band,45,1.0,168.09
2022-02-01,-0.020722736136642998,-0.020722736136642998,0.0,2021-12-31,adaptive_band,45,1.0,168.23
2022-02-02,-0.7865800091138733,-0.7865800091138733,0.0,2021-12-31,adaptive_band,45,1.0,168.84
2022-02-03,-0.44120939598974784,-0.44120939598974784,0.0,2021-12-31,adaptive_band,45,1.0,168.6
2022-02-04,-0.7543726289204836,-0.7543726289204836,0.0,2021-12-31,adaptive_band,45,1.0,168.86
2022-02-07,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,170.11
2022-02-08,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,170.63
2022-02-09,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,171.21
2022-02-10,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,170.56
2022-02-11,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,173.81
2022-02-14,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,174.74
2022-02-15,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,173.08
2022-02-16,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,174.86
2022-02-17,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,177.25
2022-02-18,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,177.12
2022-02-22,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,177.49
2022-02-23,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,178.29
2022-02-24,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,177.14
2022-02-25,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,176.55
2022-02-28,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,178.38
2022-03-01,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,181.62
2022-03-02,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,179.73
2022-03-03,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,180.8
2022-03-04,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,183.68
2022-03-07,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,186.41
2022-03-08,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,191.51
2022-03-09,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,185.82
2022-03-10,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,186.4
2022-03-11,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,185.09
2022-03-14,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,182.3
2022-03-15,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,178.89
2022-03-16,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,180.01
2022-03-17,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,180.89
2022-03-18,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,179.3
2022-03-21,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,180.67
2022-03-22,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,179.36
2022-03-23,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,181.81
2022-03-24,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,183.13
2022-03-25,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,182.38
2022-03-28,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,179.06
2022-03-29,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,179.14
2022-03-30,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,180.58
2022-03-31,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,180.65
2022-04-01,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,179.5
2022-04-04,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,180.37
2022-04-05,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,179.24
2022-04-06,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,179.66
2022-04-07,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,180.34
2022-04-08,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,181.47
2022-04-11,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,182.37
2022-04-12,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,183.77
2022-04-13,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,184.65
2022-04-14,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,184.04
2022-04-18,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,184.61
2022-04-19,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,181.82
2022-04-20,-1.0,-1.0,0.0,2021-12-31,adaptive_band,45,1.0,182.71
