Date,adaptive_volatility_band_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2024-01-02,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,190.72
2024-01-03,-0.036945825744257504,-0.036945825744257504,0.0,2023-12-29,adaptive_volatility_band,45,1.0,189.13
2024-01-04,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,189.32
2024-01-05,-1.0,-1.0,0.0,2023-12-29,adaptive_volatility_band,45,1.0,189.35
2024-01-08,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,187.87
2024-01-09,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,187.93
2024-01-10,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,187.5
2024-01-11,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,187.87
2024-01-12,0.8174825409525095,0.8174825409525095,0.8174825409525095,2023-12-29,adaptive_volatility_band,45,1.0,189.71
2024-01-16,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,187.91
2024-01-17,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,185.84
2024-01-18,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,187.37
2024-01-19,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,187.93
2024-01-22,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,187.22
2024-01-23,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,187.95
2024-01-24,-1.0,-1.0,0.0,2023-12-29,adaptive_volatility_band,45,1.0,186.4
2024-01-25,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,187.14
2024-01-26,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,187.01
2024-01-29,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,188.33
2024-01-30,1.0,1.0,1.0,2023-12-29,adaptive_volatility_band,45,1.0,188.59
2024-01-31,-1.0,-1.0,0.0,2023-12-29,adaptive_volatility_band,45,1.0,188.45
2024-02-01,-0.659158806494909,-0.659158806494909,0.0,2024-01-31,adaptive_volatility_band,45,1.0,190.41
2024-02-02,1.0,1.0,1.0,2024-01-31,adaptive_volatility_band,45,1.0,188.61
2024-02-05,0.9203066397740054,0.9203066397740054,0.9203066397740054,2024-01-31,adaptive_volatility_band,45,1.0,187.57
2024-02-06,0.987580814465036,0.987580814465036,0.987580814465036,2024-01-31,adaptive_volatility_band,45,1.0,188.55
2024-02-07,0.8774244852113224,0.8774244852113224,0.8774244852113224,2024-01-31,adaptive_volatility_band,45,1.0,188.5
2024-02-08,1.0,1.0,1.0,2024-01-31,adaptive_volatility_band,45,1.0,188.33
2024-02-09,1.0,1.0,1.0,2024-01-31,adaptive_volatility_band,45,1.0,187.6
2024-02-12,0.9744602204207249,0.9744602204207249,0.9744602204207249,2024-01-31,adaptive_volatility_band,45,1.0,187.11
2024-02-13,0.6829053986588486,0.6829053986588486,0.6829053986588486,2024-01-31,adaptive_volatility_band,45,1.0,184.53
2024-02-14,0.4488238667948278,0.4488238667948278,0.4488238667948278,2024-01-31,adaptive_volatility_band,45,1.0,184.42
2024-02-15,0.6308665769028888,0.6308665769028888,0.6308665769028888,2024-01-31,adaptive_volatility_band,45,1.0,185.66
2024-02-16,-1.0,-1.0,0.0,2024-01-31,adaptive_volatility_band,45,1.0,186.34
2024-02-20,1.0,1.0,1.0,2024-01-31,adaptive_volatility_band,45,1.0,187.47
2024-02-21,0.5735840617304728,0.5735840617304728,0.5735840617304728,2024-01-31,adaptive_volatility_band,45,1.0,187.48
2024-02-22,1.0,1.0,1.0,2024-01-31,adaptive_volatility_band,45,1.0,187.56
2024-02-23,-0.7988461331213939,-0.7988461331213939,0.0,2024-01-31,adaptive_volatility_band,45,1.0,188.62
2024-02-26,0.9110345307005095,0.9110345307005095,0.9110345307005095,2024-01-31,adaptive_volatility_band,45,1.0,188.2
2024-02-27,0.8719367935943546,0.8719367935943546,0.8719367935943546,2024-01-31,adaptive_volatility_band,45,1.0,188.0
2024-02-28,1.0,1.0,1.0,2024-01-31,adaptive_volatility_band,45,1.0,188.34
2024-02-29,0.9294280433752355,0.9294280433752355,0.9294280433752355,2024-01-31,adaptive_volatility_band,45,1.0,189.31
2024-03-01,1.0,1.0,1.0,2024-02-29,adaptive_volatility_band,45,1.0,192.89
2024-03-04,1.0,1.0,1.0,2024-02-29,adaptive_volatility_band,45,1.0,196.01
