Date,predicted_future_return,portfolio_weight,price,gross_exposure,net_equity
2023-01-03,0.9194877152280713,0.9194877152280713,171.06,0.007072982424831318,1.0
2023-01-04,0.9926011465801633,0.9926011465801633,172.67,0.014774946079307925,1.0000665702192446
2023-01-05,1.0,1.0,170.52,0.022283283573720725,0.9998826000213497
2023-01-06,1.0,1.0,173.71,0.030392455414516385,1.0002994641698375
2023-01-09,1.0,1.0,174.1,0.038152997852156305,1.0003676989151697
2023-01-10,1.0,1.0,174.74,0.045985557805379454,1.0005079511760853
2023-01-11,1.0,1.0,174.62,0.05364628562509561,1.0004763713034939
2023-01-12,1.0,1.0,176.64,0.06195917227149041,1.001096950257581
2023-01-13,1.0,1.0,178.76,0.0703951022759333,1.0018405725697161
2023-01-17,1.0,1.0,177.59,0.07762666780185679,1.001379830403332
2023-01-18,1.0,1.0,177.08,0.08509604852429598,1.0011569034334635
2023-01-19,1.0,1.0,179.89,0.0941387057555311,1.0025072529723908
2023-01-20,1.0,1.0,179.29,0.101517025880696,1.0021932654052481
2023-01-23,1.0,1.0,179.63,0.10940184731498281,1.002385779147227
2023-01-24,1.0,1.0,180.28,0.1174900309787582,1.0027816551186948
2023-01-25,1.0,1.0,181.11,0.12572325683010943,1.0033225732777384
2023-01-26,1.0,1.0,179.47,0.13227710645162377,1.002184115206945
2023-01-27,1.0,1.0,179.22,0.13978515339498787,1.0019998544580013
2023-01-30,0.9993978510687781,0.9993978510687781,178.76,0.14711404571879816,1.0016410710043595
2023-01-31,0.9652188962282167,0.9652188962282167,179.41,0.1550737366990981,1.0021760012444425
2023-02-01,0.8666378971246741,0.9347549836367476,181.67,0.16421759950824022,1.0041294411025325
2023-02-02,0.8961966920118664,0.966637077557139,177.9,0.1682454400289145,1.0007216117958444
2023-02-03,0.8998628991296624,0.9705914457953322,173.46,0.17151248505084993,0.9965225687732003
2023-02-06,0.9029944510427633,0.9739691353321044,173.82,0.17936051343758003,0.996878526888145
2023-02-07,0.8982589335156224,0.968861409691118,173.98,0.18697839351299012,0.9970436268890079
2023-02-08,0.9147950552031259,0.9866972580987419,174.41,0.1950304985808315,0.9975057530483975
2023-02-09,0.877598328820584,0.9465768970155114,173.03,0.20076870189323304,0.9959625956145259
2023-02-10,0.9252208316943179,0.9979424927760602,173.36,0.20882808540770859,0.9963454984153395
2023-02-13,0.9379379876342037,1.0,172.48,0.21546035205733755,0.9952854573726608
2023-02-14,0.8832885877846123,0.9527144060518188,172.61,0.22295131915745114,0.9954478521185296
2023-02-15,0.7955669445600823,0.8580979076861375,170.89,0.22733043815323523,0.9932262179782665
2023-02-16,0.6965793523798164,0.7513299652551659,170.75,0.23292366113464327,0.9930399796884809
2023-02-17,0.6396003834241443,0.6898724922199937,171.26,0.23892607432440743,0.9937356813996296
2023-02-21,0.516438738060957,0.5570304342184855,170.62,0.2423180551533974,0.9928428127346314
2023-02-22,0.39728700673284695,0.42851346647748806,169.66,0.2442509007196691,0.9914794008664609
2023-02-23,0.29322019010809053,0.3162670763831389,169.57,0.24655415594689925,0.9913498324292053
2023-02-24,0.22459337562203707,0.24224624592466595,168.35,0.24664371309771366,0.9895759569190608
2023-02-27,0.05522224471169639,0.059562671587670375,169.01,0.2480688304743131,0.9905428998988319
2023-02-28,-0.09478672985779735,0.0,169.78,0.24919901803401506,0.991673087458534
2023-03-01,-0.20149425287355338,0.0,170.76,0.2506374385645448,0.9931115079890637
2023-03-02,-0.2798850574712505,0.0,170.66,0.25049066095938866,0.9929647303839075
2023-03-03,-0.4293869731800874,0.0,172.49,0.2531766911337452,0.9956507605582641
2023-03-06,-0.519693486590029,0.0,171.62,0.25189972596888716,0.994373795393406
2023-03-07,-0.5818773946360585,0.0,168.62,0.2474963978142044,0.9899704672387233
2023-03-08,-0.6886973180077083,0.0,168.54,0.2473789757300795,0.9898530451545984
2023-03-09,-0.8231417624521119,0.0,170.2,0.24981548397567066,0.9922895534001895
2023-03-10,-0.8349425287356399,0.0,173.87,0.2552022220848993,0.9976762915094182
2023-03-13,-0.838544061302695,0.0,177.86,0.26105864853062744,1.0035327179551463
2023-03-14,-0.8259386973179909,0.0,176.83,0.25954683919751964,1.0020209086220384
2023-03-15,-0.8105363984674535,0.0,178.21,0.26157237014867374,1.0040464395731927
2023-03-16,-0.8352873563218582,0.0,178.57,0.26210076952723566,1.0045748389517546
2023-03-17,-0.7767049808429067,0.0,183.77,0.2697332049953525,1.0122072744198714
2023-03-20,-0.6045210727969295,0.0,183.84,0.26983594931896177,1.0123100187434806
2023-03-21,-0.46586206896550425,0.0,180.37,0.26474276642004535,1.0072168358445643
2023-03-22,-0.304789272030664,0.0,183.44,0.2692488388983374,1.0117229083228563
2023-03-23,-0.09448275862069398,0.0,185.74,0.27262472381692754,1.0150987932414464
2023-03-24,0.05816091954024017,0.13139159976632797,183.65,0.2705677764827523,1.012031141293684
