Date,predicted_future_return,portfolio_weight,price,gross_exposure,net_equity
2023-01-03,1.0,1.0,171.06,0.022222222222222227,1.0000000000000002
2023-01-04,-0.2694368413140702,0.0,172.67,0.022431375605700406,1.0002091533834783
2023-01-05,-0.2594531064436342,0.0,170.52,0.02215207139795004,0.999929849175728
2023-01-06,1.0,1.0,173.71,0.04478870311911351,1.0003442586746694
2023-01-09,-0.44379361973597237,0.0,174.1,0.04488925918506512,1.0004448147406209
2023-01-10,-0.9068183595249308,0.0,174.74,0.04505427426765238,1.0006098298232082
2023-01-11,-0.5801410235275981,0.0,174.62,0.04502333393966726,1.000578889495223
2023-01-12,1.0,1.0,176.64,0.06776638501630552,1.001099718349639
2023-01-13,1.0,1.0,178.76,0.09080192662391365,1.001913037735025
2023-01-17,-0.4532186097976092,0.0,177.59,0.0902076199884808,1.0013187310995921
2023-01-18,1.0,1.0,177.08,0.11217078547218101,1.0010596743610702
2023-01-19,1.0,1.0,179.89,0.13617299361701912,1.002839660283686
2023-01-20,-0.8052186255139882,0.0,179.29,0.13571880607924489,1.0023854727459118
2023-01-23,0.9325552075708984,0.9325552075708984,179.63,0.15669962807444804,1.002642845683984
2023-01-24,0.9993833319257268,0.9993833319257268,180.28,0.17947517188177992,1.0032098710040773
2023-01-25,0.8302512293349377,0.8302512293349377,181.11,0.19875149381239243,1.0040361656161356
2023-01-26,0.6196925447667044,0.6196925447667044,179.47,0.21072269075707836,1.0022364171215616
2023-01-27,-0.10793994408957865,0.0,179.22,0.2104291560566311,1.0019428824211143
2023-01-30,-1.0,0.0,178.76,0.20988905220780812,1.0014027785722914
2023-01-31,-0.5752159532691322,0.0,179.41,0.21065224242897101,1.0021659687934543
2023-02-01,1.0,1.0,181.67,0.23552801834323644,1.0048195224854974
2023-02-02,1.0,1.0,177.9,0.2528625836647376,0.9999318655847763
2023-02-03,1.0,1.0,173.46,0.26877390160662573,0.9936209613044423
2023-02-06,-0.6216830948030232,0.0,173.82,0.2693317166912469,0.9941787763890635
2023-02-07,0.4233663533074222,0.4233663533074222,173.98,0.27898777569124344,0.9944266942044506
2023-02-08,-0.6227913028138687,0.0,174.41,0.2796773074968949,0.9951162260101021
2023-02-09,1.0,1.0,173.03,0.29968661369167765,0.9929033099826625
2023-02-10,-0.920555423214394,0.0,173.36,0.3002581711240203,0.9934748674150052
2023-02-13,-1.0,0.0,172.48,0.2987340179711065,0.9919507142620914
2023-02-14,0.9640945429673732,0.9640945429673732,172.61,0.32038350013665795,0.9921758732505901
2023-02-15,-1.0,0.0,170.89,0.3171909874187675,0.9889833605326996
2023-02-16,0.22434594922231324,0.22434594922231324,170.75,0.3219165972707012,0.9887235048463597
2023-02-17,0.7817166006792936,0.7817166006792936,171.26,0.3402495851312319,0.9896850126917949
2023-02-21,-0.5393200726643472,0.0,170.62,0.3389780696898913,0.9884134972504544
2023-02-22,-0.14968564764147196,0.0,169.66,0.3370707965278804,0.9865062240884435
2023-02-23,-0.7084051264866151,0.0,169.57,0.33689198966894185,0.9863274172295049
2023-02-24,-1.0,0.0,168.35,0.3344681633588864,0.9839035909194495
2023-02-27,-1.0,0.0,169.01,0.33577941365776887,0.9852148412183319
2023-02-28,0.5486442666588964,0.5486442666588964,169.78,0.3495013004877739,0.9867446332336949
2023-03-01,-0.8285920508898181,0.0,170.76,0.3515186834214411,0.988762016167362
2023-03-02,-0.5349597034616979,0.0,170.66,0.3513128280200465,0.9885561607659674
2023-03-03,-0.8811087108283148,0.0,172.49,0.3550799818655679,0.9923233146114888
2023-03-06,-0.318662240476617,0.0,171.62,0.35328903987343474,0.9905323726193557
2023-03-07,0.9029161630086658,0.9957462648228419,168.62,0.3692410726054373,0.9843567105775173
2023-03-08,0.6132278312006906,0.6762746613913914,168.54,0.3840942158390641,0.9841815280024465
2023-03-09,0.031329631364211394,0.034550675563541376,170.2,0.36653070486159367,0.9879645848334235
2023-03-10,-0.8672770015636146,0.0,173.87,0.37443415778075967,0.9958680377525895
2023-03-13,-0.8867136673643177,0.0,177.86,0.3830267401097711,1.004460620081601
2023-03-14,-0.4892330960301649,0.0,176.83,0.35818724994556833,1.0022424847936606
2023-03-15,-0.4919984931422018,0.0,178.21,0.36098258108239406,1.0050378159304862
2023-03-16,-0.46467345173590285,0.0,178.57,0.36171179790069635,1.0057670327487886
2023-03-17,-1.0,0.0,183.77,0.37224492972061923,1.0163001645687115
2023-03-20,-0.6383054686632185,0.0,183.84,0.349258702556062,1.0164419567278258
2023-03-21,0.12544472964420264,0.13834188167448627,180.37,0.32334599248677326,1.0098496607211378
2023-03-22,-0.35375430970769434,0.0,183.44,0.3288495252080373,1.0153531934424018
2023-03-23,-0.7017151603807806,0.0,185.74,0.3096637052677901,1.0194763612791795
2023-03-24,-0.07374820343496472,0.0,183.65,0.28349257642533676,1.015991936039545
2023-03-27,0.316389620742585,0.34891809006205693,181.95,0.2886220951527903,1.0133677194322863
2023-03-28,0.08857936435622839,0.09768633546683941,183.44,0.27203638620780185,1.015731263932301
2023-03-29,0.37890332274373095,0.4178589151553518,182.53,0.25760276171696694,1.014381759399761
2023-03-30,-0.6755868008817576,0.0,184.18,0.2411686160201923,1.0167103878818353
2023-03-31,-0.10712241830390046,0.0,183.22,0.22585288731836878,1.0154533465560704
2023-04-03,-0.7083620939662831,0.0,184.54,0.22748003397954247,1.0170804932172441
2023-04-04,-0.9753562518873187,0.0,187.98,0.23172047679351027,1.0213209360312119
2023-04-05,-0.6087497400910803,0.0,187.83,0.23153557376383152,1.021136033001533
2023-04-06,-0.13498201001313265,0.0,186.49,0.20707195951485688,1.0194842326030689
2023-04-10,0.4843616574845332,0.5341595720875313,185.11,0.1947680961299069,1.0179519289721477
2023-04-11,0.2266293084627861,0.2499293917269671,186.28,0.17809899690779912,1.0191829736076183
2023-04-12,-0.3505643380528959,0.0,187.19,0.1789690317327191,1.0200530084325383
2023-04-13,-0.9472203370205512,0.0,189.72,0.1711286224550266,1.022471896462261
2023-04-14,0.19504937681293244,0.21510268214750794,186.36,0.17287794111665955,1.019441155520616
2023-04-17,0.5391363144064619,0.5945656898108218,185.53,0.1624474619372992,1.018671201178875
2023-04-18,0.2751497609183246,0.30343830127968385,186.25,0.16982095718552961,1.019301623065335
2023-04-19,0.42592172074730456,0.4697113418900838,185.36,0.17944749357231532,1.0184901296323408
2023-04-20,-0.22672994988663123,0.0,186.09,0.15705675002072306,1.0191968445131554
2023-04-21,0.9286306539407368,1.0,184.25,0.17772604398222125,1.0176439162524313
2023-04-24,0.3772266306061936,0.41600983990162343,184.81,0.18228567553942981,1.0181840876751183
2023-04-25,-0.3986623538418586,0.0,185.75,0.16437158641884114,1.0191112481913622
2023-04-26,0.2988345753779156,0.3295581853811864,184.74,0.17080134497506297,1.0182174915168911
2023-04-27,0.11851340173269959,0.13069793402917734,184.75,0.17371498900785246,1.0182267370156988
2023-04-28,0.22886364259511038,0.25239344094634825,184.8,0.17937074566881842,1.0182737505445236
2023-05-01,1.0,1.0,183.97,0.2007873525289999,1.0174681351824828
2023-05-02,1.0,1.0,187.52,0.22688409288721145,1.0213426533184722
2023-05-03,1.0,1.0,189.11,0.2388379922001385,1.0232664252238193
2023-05-04,0.9328974020354003,0.9328974020354003,190.44,0.2612487797526027,1.024946159397719
2023-05-05,1.0,1.0,187.46,0.2793829880929579,1.0208581455158519
2023-05-08,1.0,1.0,187.69,0.3019479932409316,1.0212009284416033
2023-05-09,1.0,1.0,189.02,0.3263098650502946,1.0233405780287441
2023-05-10,1.0,1.0,188.75,0.3259382848721623,1.0228744704022303
2023-05-11,1.0,1.0,187.13,0.33033472421817495,1.0200770133347183
