Date,adaptive_band_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2023-01-03,0.19693413415954306,0.19693413415954306,0.7459354734871082,2022-12-30,adaptive_band,45,0.26400961096395237,171.06
2023-01-04,0.11012176995912265,0.11012176995912265,0.4171127314533961,2022-12-30,adaptive_band,45,0.26400961096395237,172.67
2023-01-05,-0.8884428745720558,-0.8884428745720558,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,170.52
2023-01-06,0.05354352000733298,0.05354352000733298,0.2028089803694448,2022-12-30,adaptive_band,45,0.26400961096395237,173.71
2023-01-09,-0.1293109972158637,-0.1293109972158637,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,174.1
2023-01-10,-0.2008374342710712,-0.2008374342710712,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,174.74
2023-01-11,-0.43973715250071654,-0.43973715250071654,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,174.62
2023-01-12,0.2880434543792184,0.2880434543792184,1.0,2022-12-30,adaptive_band,45,0.26400961096395237,176.64
2023-01-13,0.20793064299499855,0.20793064299499855,0.7875873997003435,2022-12-30,adaptive_band,45,0.26400961096395237,178.76
2023-01-17,-0.4399201981569136,-0.4399201981569136,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,177.59
2023-01-18,-0.8096680038686928,-0.8096680038686928,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,177.08
2023-01-19,0.1266003005143891,0.1266003005143891,0.4795291355195209,2022-12-30,adaptive_band,45,0.26400961096395237,179.89
2023-01-20,-0.4159117334428971,-0.4159117334428971,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,179.29
2023-01-23,-0.3624461567949026,-0.3624461567949026,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,179.63
2023-01-24,-0.2937049121712557,-0.2937049121712557,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,180.28
2023-01-25,0.19432269166223562,0.19432269166223562,0.7360440059463148,2022-12-30,adaptive_band,45,0.26400961096395237,181.11
2023-01-26,-1.0,-1.0,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,179.47
2023-01-27,-1.0,-1.0,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,179.22
2023-01-30,-1.0,-1.0,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,178.76
2023-01-31,-1.0,-1.0,0.0,2022-12-30,adaptive_band,45,0.26400961096395237,179.41
2023-02-01,0.37566491719449124,0.37566491719449124,1.0,2023-01-31,adaptive_band,45,0.37566491719449124,181.67
2023-02-02,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,177.9
2023-02-03,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,173.46
2023-02-06,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,173.82
2023-02-07,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,173.98
2023-02-08,-0.8749584391388587,-0.8749584391388587,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,174.41
2023-02-09,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,173.03
2023-02-10,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,173.36
2023-02-13,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,172.48
2023-02-14,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,172.61
2023-02-15,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,170.89
2023-02-16,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,170.75
2023-02-17,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,171.26
2023-02-21,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,170.62
2023-02-22,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,169.66
2023-02-23,-1.0,-1.0,0.0,2023-01-31,adaptive_band,45,0.37566491719449124,169.57
