Date,ma_crossover_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2021-01-04,-0.32484483920840584,-0.32484483920840584,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,182.33
2021-01-05,-0.23708729175033283,-0.23708729175033283,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,182.87
2021-01-06,-0.17835336718659525,-0.17835336718659525,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,179.9
2021-01-07,-0.16157551578160217,-0.16157551578160217,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,179.48
2021-01-08,-0.172287704673204,-0.172287704673204,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,173.34
2021-01-11,-0.2410242500609238,-0.2410242500609238,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,173.0
2021-01-12,-0.4163104520520671,-0.4163104520520671,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,174.12
2021-01-13,-0.582784276429377,-0.582784276429377,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,173.37
2021-01-14,-0.5286053210738431,-0.5286053210738431,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,173.28
2021-01-15,-0.4718169863728627,-0.4718169863728627,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,171.13
2021-01-19,-0.396373878281586,-0.396373878281586,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,172.58
2021-01-20,-0.2540940360804164,-0.2540940360804164,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,175.39
2021-01-21,-0.13417703265501424,-0.13417703265501424,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,175.28
2021-01-22,-0.1842588046524963,-0.1842588046524963,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,173.9
2021-01-25,-0.20717098644842244,-0.20717098644842244,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,174.05
2021-01-26,-0.22360549846588218,-0.22360549846588218,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,173.62
2021-01-27,-0.21316798108427187,-0.21316798108427187,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,172.52
2021-01-28,-0.1897751241457874,-0.1897751241457874,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,172.68
2021-01-29,-0.08755154382556475,-0.08755154382556475,0.0,2020-12-31,ma_crossover,45,0.5340232166093963,172.61
2021-02-01,0.06541976922248013,0.06541976922248013,0.11734636269385271,2021-01-29,ma_crossover,45,0.5574929441413969,174.23
2021-02-02,0.19456544380375873,0.19456544380375873,0.3490007287956116,2021-01-29,ma_crossover,45,0.5574929441413969,172.11
2021-02-03,0.3556885213254819,0.3556885213254819,0.6380143911476458,2021-01-29,ma_crossover,45,0.5574929441413969,171.85
2021-02-04,0.54489769291164,0.54489769291164,0.9774073351741608,2021-01-29,ma_crossover,45,0.5574929441413969,168.15
2021-02-05,0.586282907311293,0.586282907311293,1.0,2021-01-29,ma_crossover,45,0.5574929441413969,169.81
2021-02-08,0.5478962897514317,0.5478962897514317,0.9827860522885268,2021-01-29,ma_crossover,45,0.5574929441413969,171.52
2021-02-09,0.47824186086968884,0.47824186086968884,0.8578437913797028,2021-01-29,ma_crossover,45,0.5574929441413969,172.08
2021-02-10,0.38581183003682235,0.38581183003682235,0.6920479157471972,2021-01-29,ma_crossover,45,0.5574929441413969,172.71
2021-02-11,0.208047684556778,0.208047684556778,0.37318442635573673,2021-01-29,ma_crossover,45,0.5574929441413969,171.21
2021-02-12,0.0874399994506344,0.0874399994506344,0.15684503341168204,2021-01-29,ma_crossover,45,0.5574929441413969,170.69
2021-02-16,0.056263748337594954,0.056263748337594954,0.10092279898581959,2021-01-29,ma_crossover,45,0.5574929441413969,168.24
2021-02-17,0.05608062791991072,0.05608062791991072,0.10059432771168308,2021-01-29,ma_crossover,45,0.5574929441413969,166.33
2021-02-18,0.038455287716470894,0.038455287716470894,0.06897896757365503,2021-01-29,ma_crossover,45,0.5574929441413969,166.32
2021-02-19,0.09709960148419514,0.09709960148419514,0.17417189312366932,2021-01-29,ma_crossover,45,0.5574929441413969,167.01
2021-02-22,0.1190969416601169,0.1190969416601169,0.21362950493219218,2021-01-29,ma_crossover,45,0.5574929441413969,169.51
2021-02-23,0.056423978703105254,0.056423978703105254,0.10121021135075467,2021-01-29,ma_crossover,45,0.5574929441413969,169.12
2021-02-24,-0.05543970645795734,-0.05543970645795734,0.0,2021-01-29,ma_crossover,45,0.5574929441413969,169.0
2021-02-25,-0.16112307752172317,-0.16112307752172317,0.0,2021-01-29,ma_crossover,45,0.5574929441413969,165.82
2021-02-26,-0.2827379249252472,-0.2827379249252472,0.0,2021-01-29,ma_crossover,45,0.5574929441413969,161.81
2021-03-01,-0.22124004294958385,-0.22124004294958385,0.0,2021-02-26,ma_crossover,45,0.27645294556676936,161.53
2021-03-02,-0.10658309819297981,-0.10658309819297981,0.0,2021-02-26,ma_crossover,45,0.27645294556676936,162.41
2021-03-03,-0.011070325700583195,-0.011070325700583195,0.0,2021-02-26,ma_crossover,45,0.27645294556676936,160.62
2021-03-04,0.10970443062735989,0.10970443062735989,0.39682858289843725,2021-02-26,ma_crossover,45,0.27645294556676936,159.04
2021-03-05,0.26192834530540354,0.26192834530540354,0.9474608590927174,2021-02-26,ma_crossover,45,0.27645294556676936,159.14
2021-03-08,0.28129447898722465,0.28129447898722465,1.0,2021-02-26,ma_crossover,45,0.27645294556676936,157.49
