month_start,month_end,active_anchor_date,chosen_strategy_key,strategy_params,source_total_return,prediction_scale
2021-01-01,2021-06-30,2020-12-31,adaptive_band,"{'ma_window': 10.0, 'upper_k': 0.3000000000000029, 'lower_k': -1.3999999999999986}",0.4758070027058969,1.0
2021-07-01,2021-12-31,2021-06-30,adaptive_band,"{'ma_window': 10.0, 'upper_k': 0.3000000000000029, 'lower_k': -1.3999999999999986}",0.2459189592709536,1.0
