Date,adaptive_volatility_band_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2022-01-03,1.0,1.0,1.0,2021-12-31,adaptive_volatility_band,45,1.0,168.33
2022-01-04,1.0,1.0,1.0,2021-12-31,adaptive_volatility_band,45,1.0,169.57
2022-01-05,-1.0,-1.0,0.0,2021-12-31,adaptive_volatility_band,45,1.0,169.06
2022-01-06,1.0,1.0,1.0,2021-12-31,adaptive_volatility_band,45,1.0,166.99
2022-01-07,0.6243669795800427,0.6243669795800427,0.6243669795800427,2021-12-31,adaptive_volatility_band,45,1.0,167.75
2022-01-10,1.0,1.0,1.0,2021-12-31,adaptive_volatility_band,45,1.0,168.26
2022-01-11,-0.678676780359934,-0.678676780359934,0.0,2021-12-31,adaptive_volatility_band,45,1.0,170.29
2022-01-12,1.0,1.0,1.0,2021-12-31,adaptive_volatility_band,45,1.0,170.74
2022-01-13,1.0,1.0,1.0,2021-12-31,adaptive_volatility_band,45,1.0,170.16
2022-01-14,0.6226276939511317,0.6226276939511317,0.6226276939511317,2021-12-31,adaptive_volatility_band,45,1.0,169.67
2022-01-18,0.9900505488436947,0.9900505488436947,0.9900505488436947,2021-12-31,adaptive_volatility_band,45,1.0,169.39
2022-01-19,-1.0,-1.0,0.0,2021-12-31,adaptive_volatility_band,45,1.0,172.08
2022-01-20,0.9510075926942251,0.9510075926942251,0.9510075926942251,2021-12-31,adaptive_volatility_band,45,1.0,171.65
2022-01-21,0.18940446861852786,0.18940446861852786,0.18940446861852786,2021-12-31,adaptive_volatility_band,45,1.0,171.09
2022-01-24,0.5655251835690569,0.5655251835690569,0.5655251835690569,2021-12-31,adaptive_volatility_band,45,1.0,172.03
2022-01-25,0.6070925775718657,0.6070925775718657,0.6070925775718657,2021-12-31,adaptive_volatility_band,45,1.0,172.58
2022-01-26,-1.0,-1.0,0.0,2021-12-31,adaptive_volatility_band,45,1.0,169.79
2022-01-27,-0.049834135642913176,-0.049834135642913176,0.0,2021-12-31,adaptive_volatility_band,45,1.0,167.6
2022-01-28,1.0,1.0,1.0,2021-12-31,adaptive_volatility_band,45,1.0,167.1
2022-01-31,1.0,1.0,1.0,2021-12-31,adaptive_volatility_band,45,1.0,168.09
2022-02-01,1.0,1.0,1.0,2022-01-31,adaptive_volatility_band,45,1.0,168.23
2022-02-02,1.0,1.0,1.0,2022-01-31,adaptive_volatility_band,45,1.0,168.84
2022-02-03,-0.4976692630503035,-0.4976692630503035,0.0,2022-01-31,adaptive_volatility_band,45,1.0,168.6
2022-02-04,0.89972318080317,0.89972318080317,0.89972318080317,2022-01-31,adaptive_volatility_band,45,1.0,168.86
2022-02-07,0.8507311997252576,0.8507311997252576,0.8507311997252576,2022-01-31,adaptive_volatility_band,45,1.0,170.11
2022-02-08,1.0,1.0,1.0,2022-01-31,adaptive_volatility_band,45,1.0,170.63
2022-02-09,1.0,1.0,1.0,2022-01-31,adaptive_volatility_band,45,1.0,171.21
2022-02-10,-0.021492946789380147,-0.021492946789380147,0.0,2022-01-31,adaptive_volatility_band,45,1.0,170.56
2022-02-11,-1.0,-1.0,0.0,2022-01-31,adaptive_volatility_band,45,1.0,173.81
2022-02-14,0.6436112641101469,0.6436112641101469,0.6436112641101469,2022-01-31,adaptive_volatility_band,45,1.0,174.74
2022-02-15,1.0,1.0,1.0,2022-01-31,adaptive_volatility_band,45,1.0,173.08
2022-02-16,0.5729259181959935,0.5729259181959935,0.5729259181959935,2022-01-31,adaptive_volatility_band,45,1.0,174.86
2022-02-17,0.9688115726276496,0.9688115726276496,0.9688115726276496,2022-01-31,adaptive_volatility_band,45,1.0,177.25
2022-02-18,1.0,1.0,1.0,2022-01-31,adaptive_volatility_band,45,1.0,177.12
2022-02-22,0.7312332059106669,0.7312332059106669,0.7312332059106669,2022-01-31,adaptive_volatility_band,45,1.0,177.49
2022-02-23,1.0,1.0,1.0,2022-01-31,adaptive_volatility_band,45,1.0,178.29
2022-02-24,-1.0,-1.0,0.0,2022-01-31,adaptive_volatility_band,45,1.0,177.14
2022-02-25,0.9417436963564657,0.9417436963564657,0.9417436963564657,2022-01-31,adaptive_volatility_band,45,1.0,176.55
2022-02-28,-0.011958129695780945,-0.011958129695780945,0.0,2022-01-31,adaptive_volatility_band,45,1.0,178.38
2022-03-01,0.653463378721025,0.653463378721025,0.653463378721025,2022-02-28,adaptive_volatility_band,45,1.0,181.62
2022-03-02,1.0,1.0,1.0,2022-02-28,adaptive_volatility_band,45,1.0,179.73
2022-03-03,0.85588482653598,0.85588482653598,0.85588482653598,2022-02-28,adaptive_volatility_band,45,1.0,180.8
2022-03-04,-0.06425710082393048,-0.06425710082393048,0.0,2022-02-28,adaptive_volatility_band,45,1.0,183.68
2022-03-07,0.3903078928486338,0.3903078928486338,0.3903078928486338,2022-02-28,adaptive_volatility_band,45,1.0,186.41
2022-03-08,-1.0,-1.0,0.0,2022-02-28,adaptive_volatility_band,45,1.0,191.51
2022-03-09,0.8861926892846234,0.8861926892846234,0.8861926892846234,2022-02-28,adaptive_volatility_band,45,1.0,185.82
