month_start,month_end,active_anchor_date,chosen_strategy_key,strategy_params,source_total_return,prediction_scale
2022-01-01,2022-01-31,2021-12-31,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': 1.400000000000004, 'lower_k': 0.5000000000000031}",0.034102219925461,1.0
2022-02-01,2022-02-28,2022-01-31,adaptive_volatility_band,"{'vol_window': 22.0, 'upper_k': 1.7000000000000046, 'lower_k': 0.5000000000000031}",0.0480874467268308,1.0
2022-03-01,2022-03-31,2022-02-28,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': 1.8000000000000045, 'lower_k': 0.5000000000000031}",0.0962703012785437,1.0
2022-04-01,2022-04-30,2022-03-31,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': 1.900000000000004, 'lower_k': 0.5000000000000031}",0.168904089704053,1.0
2022-05-01,2022-05-31,2022-04-29,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': 1.900000000000004, 'lower_k': -3.0}",0.0917884547005913,1.0
2022-06-01,2022-06-30,2022-05-31,adaptive_volatility_band,"{'vol_window': 22.0, 'upper_k': -0.0999999999999974, 'lower_k': -3.0}",0.0213399216995631,0.9549479221773068
2022-07-01,2022-07-31,2022-06-30,adaptive_volatility_band,"{'vol_window': 22.0, 'upper_k': 0.6000000000000032, 'lower_k': -0.0999999999999974}",0.0332308002068264,1.0
2022-08-01,2022-08-31,2022-07-29,adaptive_volatility_band,"{'vol_window': 10.0, 'upper_k': -0.1999999999999975, 'lower_k': -0.0999999999999974}",0.0475867096241946,1.0
2022-09-01,2022-09-30,2022-08-31,adaptive_volatility_band,"{'vol_window': 5.0, 'upper_k': -1.499999999999999, 'lower_k': -1.6999999999999988}",0.0317014609747812,1.0
2022-10-01,2022-10-31,2022-09-30,adaptive_volatility_band,"{'vol_window': 10.0, 'upper_k': -0.799999999999998, 'lower_k': 2.664535259100376e-15}",0.0385914701815317,1.0
2022-11-01,2022-11-30,2022-10-31,adaptive_volatility_band,"{'vol_window': 22.0, 'upper_k': 0.400000000000003, 'lower_k': 1.0000000000000036}",0.0209356475755244,1.0
2022-12-01,2022-12-31,2022-11-30,adaptive_volatility_band,"{'vol_window': 22.0, 'upper_k': -1.0999999999999983, 'lower_k': -0.4999999999999978}",0.1179085614019601,1.0
