Date,adaptive_band_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2020-02-03,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,148.36
2020-02-04,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,146.43
2020-02-05,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,146.61
2020-02-06,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,147.4
2020-02-07,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,147.79
2020-02-10,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,148.17
2020-02-11,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,147.66
2020-02-12,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,147.54
2020-02-13,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,148.38
2020-02-14,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,149.0
2020-02-18,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,150.91
2020-02-19,-0.815995219557966,-0.815995219557966,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,151.79
2020-02-20,-0.705785433824948,-0.705785433824948,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,152.41
2020-02-21,0.1138917139125489,0.1138917139125489,0.2793984729722616,2020-01-31,adaptive_band,45,0.40763184100815025,154.7
2020-02-24,0.42309184769739244,0.42309184769739244,1.0,2020-01-31,adaptive_band,45,0.40763184100815025,156.09
2020-02-25,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,153.3
2020-02-26,-0.8850687497729236,-0.8850687497729236,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,153.97
2020-02-27,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,154.0
2020-02-28,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,148.38
2020-03-02,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,149.2
2020-03-03,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,153.89
2020-03-04,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,154.16
2020-03-05,-0.04001867533472403,-0.04001867533472403,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,157.49
2020-03-06,-0.22915027723614212,-0.22915027723614212,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,157.55
2020-03-09,-0.3396021983206376,-0.3396021983206376,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,157.81
2020-03-10,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,154.48
2020-03-11,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,153.93
2020-03-12,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,147.79
2020-03-13,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,143.28
2020-03-16,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,141.64
2020-03-17,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,143.56
2020-03-18,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,140.7
2020-03-19,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,138.04
2020-03-20,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,140.11
2020-03-23,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,146.3
2020-03-24,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,153.4
2020-03-25,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,151.3
2020-03-26,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,153.24
2020-03-27,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,152.25
2020-03-30,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,152.92
2020-03-31,-1.0,-1.0,0.0,2020-01-31,adaptive_band,45,0.40763184100815025,148.05
2020-04-01,-1.0,-1.0,0.0,2020-03-31,adaptive_band,45,1.0,149.45
2020-04-02,-1.0,-1.0,0.0,2020-03-31,adaptive_band,45,1.0,151.9
2020-04-03,-1.0,-1.0,0.0,2020-03-31,adaptive_band,45,1.0,152.65
2020-04-06,-0.9116658150581449,-0.9116658150581449,0.0,2020-03-31,adaptive_band,45,1.0,156.88
2020-04-07,-1.0,-1.0,0.0,2020-03-31,adaptive_band,45,1.0,156.04
2020-04-08,-1.0,-1.0,0.0,2020-03-31,adaptive_band,45,1.0,154.65
2020-04-09,-0.5568281044417824,-0.5568281044417824,0.0,2020-03-31,adaptive_band,45,1.0,158.69
2020-04-13,-0.2641687075515293,-0.2641687075515293,0.0,2020-03-31,adaptive_band,45,1.0,161.41
2020-04-14,-0.3297924539059589,-0.3297924539059589,0.0,2020-03-31,adaptive_band,45,1.0,162.68
2020-04-15,-0.6553541824183133,-0.6553541824183133,0.0,2020-03-31,adaptive_band,45,1.0,161.85
2020-04-16,-0.8209372261794593,-0.8209372261794593,0.0,2020-03-31,adaptive_band,45,1.0,161.71
2020-04-17,-1.0,-1.0,0.0,2020-03-31,adaptive_band,45,1.0,158.57
2020-04-20,-1.0,-1.0,0.0,2020-03-31,adaptive_band,45,1.0,159.7
2020-04-21,-1.0,-1.0,0.0,2020-03-31,adaptive_band,45,1.0,158.61
2020-04-22,-0.9068994105084224,-0.9068994105084224,0.0,2020-03-31,adaptive_band,45,1.0,161.73
