Date,adaptive_volatility_band_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2020-01-02,0.13166202143676028,0.13166202143676028,0.16654553960122956,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,143.95
2020-01-03,0.23234928393991439,0.23234928393991439,0.29390963656379154,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,145.86
2020-01-06,0.7304793422861628,0.7304793422861628,0.9240179886424947,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,147.39
2020-01-07,-0.45920530491472694,-0.45920530491472694,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,147.97
2020-01-08,0.8105691101827842,0.8105691101827842,1.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,146.86
2020-01-09,-0.36435755073771964,-0.36435755073771964,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,146.03
2020-01-10,-0.5081774963439698,-0.5081774963439698,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,146.91
2020-01-13,-0.683889923753956,-0.683889923753956,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,145.82
2020-01-14,-0.6261988918170631,-0.6261988918170631,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,145.69
2020-01-15,-0.4819007217214528,-0.4819007217214528,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,146.54
2020-01-16,-0.6394824667707321,-0.6394824667707321,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,146.31
2020-01-17,-0.6409428684651617,-0.6409428684651617,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,146.58
2020-01-21,-0.09062763095953377,-0.09062763095953377,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,146.74
2020-01-22,-0.805932836586999,-0.805932836586999,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,146.79
2020-01-23,-0.011181511943462428,-0.011181511943462428,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,147.12
2020-01-24,0.5475667946111396,0.5475667946111396,0.6926432260500454,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,147.98
2020-01-27,-0.3957953299510864,-0.3957953299510864,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,148.99
2020-01-28,-0.19126797119442357,-0.19126797119442357,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,147.66
2020-01-29,-0.354205569921693,-0.354205569921693,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,148.46
2020-01-30,0.10448041670267197,0.10448041670267197,0.1321622377328129,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,148.47
2020-01-31,-0.5626268576998897,-0.5626268576998897,0.0,2019-12-31,adaptive_volatility_band,130,0.7905466682086288,149.33
2020-02-03,0.0748481507367746,0.0748481507367746,0.08805055693230156,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,148.36
2020-02-04,0.26317663066446706,0.26317663066446706,0.3095981486979826,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,146.43
2020-02-05,-0.565909532805887,-0.565909532805887,0.0,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,146.61
2020-02-06,-0.47998563856318505,-0.47998563856318505,0.0,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,147.4
2020-02-07,-0.15856631795440268,-0.15856631795440268,0.0,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,147.79
2020-02-10,-0.5167089028935219,-0.5167089028935219,0.0,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,148.17
2020-02-11,0.2973736616851077,0.2973736616851077,0.34982716701251515,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,147.66
2020-02-12,-0.3044971682996643,-0.3044971682996643,0.0,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,147.54
2020-02-13,-0.28157249884635044,-0.28157249884635044,0.0,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,148.38
2020-02-14,-0.3827478618004659,-0.3827478618004659,0.0,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,149.0
2020-02-18,0.7209343391461743,0.7209343391461743,0.8480993778548078,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,150.91
2020-02-19,0.16826572269421194,0.16826572269421194,0.19794598062877977,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,151.79
2020-02-20,0.01837908331435283,0.01837908331435283,0.021620955304896203,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,152.41
2020-02-21,0.1313430846927472,0.1313430846927472,0.1545105876706821,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,154.7
2020-02-24,0.8979177384676873,0.8979177384676873,1.0,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,156.09
2020-02-25,0.6404046402327354,0.6404046402327354,0.7533651089500847,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,153.3
2020-02-26,0.2969165788929851,0.2969165788929851,0.349289459747681,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,153.97
2020-02-27,0.2385769719469599,0.2385769719469599,0.2806593756074025,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,154.0
2020-02-28,0.8109014861212102,0.8109014861212102,0.9539357588312859,2020-01-31,adaptive_volatility_band,130,0.8500587996771248,148.38
2020-03-02,1.0,1.0,1.0,2020-02-28,adaptive_volatility_band,130,1.0,149.2
2020-03-03,-0.050807334899212124,-0.050807334899212124,0.0,2020-02-28,adaptive_volatility_band,130,1.0,153.89
2020-03-04,1.0,1.0,1.0,2020-02-28,adaptive_volatility_band,130,1.0,154.16
2020-03-05,1.0,1.0,1.0,2020-02-28,adaptive_volatility_band,130,1.0,157.49
2020-03-06,-0.5178995146059813,-0.5178995146059813,0.0,2020-02-28,adaptive_volatility_band,130,1.0,157.55
2020-03-09,0.6117203934578442,0.6117203934578442,0.6117203934578442,2020-02-28,adaptive_volatility_band,130,1.0,157.81
2020-03-10,0.9570158845472299,0.9570158845472299,0.9570158845472299,2020-02-28,adaptive_volatility_band,130,1.0,154.48
2020-03-11,0.543296138623797,0.543296138623797,0.543296138623797,2020-02-28,adaptive_volatility_band,130,1.0,153.93
2020-03-12,-0.5612438555100948,-0.5612438555100948,0.0,2020-02-28,adaptive_volatility_band,130,1.0,147.79
2020-03-13,-1.0,-1.0,0.0,2020-02-28,adaptive_volatility_band,130,1.0,143.28
